Customer_ID,Customer_Name,Gender,Date_of_Birth,Age,Email,Phone_Number,Address_Type,Street_Address,City,State,Postal_Code,Country,Region,Ownership_Status,City_Tier,Address_Verification_Status,Last_Update_Channel,Last_Updated_Date,Primary_Address_Flag
CUST2114,Mallory Bennett,Female,1957-03-28,68,villegasgary@williams-schultz.com,+1-953-471-6897x268,Billing,99831 Joseph Dale Apt. 032,Bowenchester,California,69606,Tuvalu,South,Owned,Tier 2,Pending,Branch Visit,2025-08-05,Yes
CUST2115,Christopher Smith,Female,2006-05-04,19,brian45@becker.com,+1-951-760-7513x868,Residential,79736 Michael Center Apt. 677,South Nathanton,Washington,75009,Singapore,North,Leased,Tier 1,Pending,Mobile App,2024-06-03,No
CUST2116,Chad Melendez,Male,1965-01-25,60,dylanhester@poole.biz,(870)738-4364,Billing,0830 Ochoa Club,Brandonview,Georgia,74931,Lebanon,East,Owned,Tier 2,Rejected,Online Portal,2025-03-23,Yes
CUST2117,Cynthia Wilson,Other,1992-07-10,33,zcarter@hotmail.com,205-725-9155x800,Residential,22409 Medina Key Apt. 113,Aprilchester,Arizona,32937,Kiribati,North,Rented,Tier 1,Pending,Call Center,2024-11-19,Yes
CUST2118,Jessica Rios,Other,1953-01-01,72,taylorpaul@mitchell-lane.info,093-194-0059,Mailing,6335 Morris Plain Apt. 295,Dawnside,North Carolina,02393,Sri Lanka,East,Owned,Tier 1,Verified,Online Portal,2023-12-01,Yes
CUST2119,Alexandra Atkinson,Female,1986-07-19,39,alejandro50@franklin-smith.info,+1-193-283-0513x41949,Mailing,68708 Wheeler Gardens,South Jasmine,Alaska,78411,Argentina,East,Company Provided,Tier 1,Verified,Branch Visit,2025-07-27,Yes
CUST2120,Robert Miller,Female,1959-06-21,66,vanessawilson@yahoo.com,001-087-198-4248x400,Office,322 Martin Mission,North Stephanieberg,Ohio,54326,Morocco,West,Company Provided,Tier 2,Rejected,Branch Visit,2024-12-23,No
CUST2121,Preston King,Female,1990-01-14,35,dennis55@gmail.com,227-713-5361,Billing,9064 Kevin Spring,Lake Benjaminmouth,Massachusetts,76643,Samoa,West,Owned,Tier 1,Verified,Online Portal,2024-05-06,No
CUST2122,Don Reed,Other,1996-04-02,29,rmcintyre@perez-booth.org,+1-788-298-6114x495,Mailing,21336 Short Lane,South Michelle,Florida,95798,Kazakhstan,Central,Rented,Tier 2,Verified,Online Portal,2024-06-20,Yes
CUST2123,Tina Jimenez,Female,2006-09-23,19,mjohnson@flores.com,+1-188-337-7318x694,Residential,1952 Ryan Villages,Perezhaven,New Mexico,23647,Cote d'Ivoire,South,Rented,Tier 3,Pending,Branch Visit,2024-11-04,No
CUST2124,Chad Robles,Male,1968-05-08,57,harold31@wagner-barron.com,344.242.3210x301,Mailing,6461 Christina Well Suite 067,South Jasonfurt,Georgia,39468,Tonga,North,Owned,Tier 3,Verified,Call Center,2025-08-06,No
CUST2125,Deborah Robertson,Male,2005-02-08,20,georgevargas@cooper.com,001-207-207-2370x286,Residential,975 Joseph Walk,Martinville,Kentucky,99533,Congo,South,Company Provided,Tier 2,Verified,Online Portal,2025-02-27,Yes
CUST2126,Nicholas Henson,Male,2002-11-15,23,greendaniel@yahoo.com,392.732.1008,Office,3359 Nichols Park,East Leslieberg,Nebraska,82578,Turks and Caicos Islands,West,Leased,Tier 1,Verified,Branch Visit,2024-08-14,No
CUST2127,Amanda Reyes,Male,1988-04-05,37,mirandamendoza@hotmail.com,001-258-987-2614x06131,Permanent,8549 Jason Walk,Port Carolville,West Virginia,93921,Marshall Islands,Central,Company Provided,Tier 3,Verified,Mobile App,2024-10-25,No
CUST2128,Regina Pratt,Male,1955-05-24,70,ajimenez@whitaker-rogers.com,+1-766-100-1526x65282,Billing,81495 Jackson Course Suite 478,Rowlandchester,North Dakota,51430,Macao,Central,Leased,Tier 2,Rejected,Call Center,2025-03-10,Yes
CUST2129,Christopher Hall,Other,1962-04-07,63,marshallcolleen@smith-stewart.com,+1-951-146-9686x6644,Mailing,0311 Ashley Meadow,West Christy,New Mexico,95851,Namibia,Central,Company Provided,Tier 2,Verified,Branch Visit,2024-02-11,No
CUST2130,Ryan Dougherty,Other,1955-06-12,70,lrogers@bowman.biz,274.516.2459x245,Billing,3185 Eric Manor Suite 140,Melissamouth,Oregon,90954,Nauru,West,Rented,Tier 1,Verified,Mobile App,2024-11-09,Yes
CUST2131,Christopher Stephenson,Female,1971-03-10,54,vrodriguez@yahoo.com,001-663-600-2790x8498,Billing,9300 Hudson Squares Apt. 066,New Kimberlyhaven,Oregon,73158,Estonia,East,Owned,Tier 3,Pending,Branch Visit,2024-09-05,Yes
CUST2132,Sarah Stout,Female,1995-10-23,30,jamieriggs@gonzales-king.com,824.856.1720,Residential,9556 Cody Rue,Adamstad,Colorado,93147,Dominica,South,Rented,Tier 1,Rejected,Mobile App,2023-12-25,No
CUST2133,Samantha Zamora,Male,2006-02-17,19,jennifer58@hotmail.com,529.505.9626x7024,Office,219 Moreno Trail,Mariafurt,California,68051,Reunion,West,Leased,Tier 1,Pending,Call Center,2024-10-05,Yes
CUST2134,Rachel Moore,Male,2000-04-20,25,xholland@gilbert.org,633.530.0535,Permanent,4071 Glen Lodge,West Brandon,Georgia,54349,Luxembourg,West,Owned,Tier 3,Pending,Online Portal,2024-10-18,No
CUST2135,Lisa Gutierrez,Other,1993-02-21,32,angelicacarroll@gmail.com,+1-766-726-4032x92032,Office,2366 Benjamin Center Suite 319,South Kristineberg,Arizona,62967,Sri Lanka,East,Owned,Tier 1,Verified,Mobile App,2024-03-06,No
CUST2136,Dr. William Valenzuela,Male,1976-03-09,49,joshua01@gmail.com,(547)245-0007,Mailing,74166 Jackson Knoll Apt. 876,Lake Heather,Arizona,20609,Equatorial Guinea,Central,Company Provided,Tier 1,Verified,Mobile App,2024-07-23,Yes
CUST2137,Daniel Davis,Other,1985-05-01,40,hodgeslisa@hotmail.com,(504)775-5717x67120,Residential,520 Dana Springs,Medinamouth,Rhode Island,24149,Grenada,North,Leased,Tier 3,Pending,Call Center,2025-01-04,No
CUST2138,Rachael Miller,Male,1978-10-15,47,barbarahayes@richardson-rodriguez.net,+1-675-030-6430x65754,Permanent,7990 Scott Estate Suite 677,South Anne,Alabama,48981,Congo,East,Company Provided,Tier 3,Rejected,Mobile App,2024-03-16,Yes
CUST2139,Larry Pineda,Other,1996-04-27,29,aholland@gmail.com,(909)879-4571,Billing,1071 Christopher Roads,East Robin,California,84533,Madagascar,West,Leased,Tier 3,Pending,Online Portal,2024-05-15,No
CUST2140,Jennifer Scott,Male,1982-09-16,43,jenniferhughes@diaz.com,1592259052,Residential,34715 Angel Knoll,Houstonborough,Maryland,67085,Central African Republic,North,Rented,Tier 2,Rejected,Call Center,2024-03-12,No
CUST2141,Anna Mclean,Male,1975-01-27,50,rjohnson@hotmail.com,237.210.0084x578,Mailing,005 Valencia Villages Apt. 834,East Nicholas,Vermont,00684,Jersey,West,Rented,Tier 3,Rejected,Mobile App,2024-06-24,No
CUST2142,Nicholas Evans,Other,1994-09-25,31,samueldavis@vasquez.com,(759)516-4056x392,Billing,1497 Frazier Centers,Cooperside,North Carolina,04624,Holy See (Vatican City State),West,Company Provided,Tier 2,Verified,Online Portal,2024-10-22,No
CUST2143,Derrick Parker,Female,1972-10-08,53,paula41@flores.com,+1-864-480-6450x5198,Billing,22437 Carlson Fort,Raychester,Rhode Island,58352,Angola,South,Owned,Tier 3,Rejected,Online Portal,2023-12-30,No
CUST2144,Andrea Kemp,Male,2006-06-24,19,christina00@hotmail.com,037-248-7198,Billing,5726 David Stream,South Williamton,Kentucky,63925,United Kingdom,West,Company Provided,Tier 2,Verified,Mobile App,2025-10-10,Yes
CUST2145,Alexander Kelly,Female,1964-05-17,61,keithmyers@leblanc.com,001-085-723-8905x54757,Office,8216 Valdez Trail Suite 798,Robinsonberg,Florida,59801,Mexico,North,Leased,Tier 1,Pending,Mobile App,2025-08-22,Yes
CUST2146,Paul Tucker,Other,1963-01-21,62,paulahill@yahoo.com,189-656-7877,Permanent,4318 Kathryn Extension Suite 229,Kathleenhaven,Mississippi,02918,Guadeloupe,South,Company Provided,Tier 2,Rejected,Mobile App,2025-05-16,No
CUST2147,Kyle Taylor,Female,1952-10-25,73,emiller@brewer.biz,001-927-924-4309,Permanent,018 Rivera Lake,Robinsonburgh,Illinois,54107,Colombia,South,Owned,Tier 3,Rejected,Call Center,2023-12-02,No
CUST2148,Rickey Nichols,Other,1976-06-15,49,hross@gmail.com,944.803.2562x1394,Mailing,382 Brown Squares Apt. 686,Moorehaven,Virginia,20037,Tajikistan,East,Owned,Tier 2,Verified,Call Center,2025-01-21,Yes
CUST2149,Nancy Campbell,Other,1983-03-15,42,gonzalesallison@mcpherson.com,001-129-434-6722x1417,Billing,229 Hart Prairie,Marystad,Connecticut,68182,Sierra Leone,South,Company Provided,Tier 1,Pending,Online Portal,2024-05-20,No
CUST2150,Daniel Davis,Male,2004-02-20,21,scottgross@yahoo.com,5189353692,Billing,9203 Sanchez Hill Apt. 697,Lake Kari,Utah,69595,Angola,East,Company Provided,Tier 3,Verified,Call Center,2024-10-01,Yes
CUST2151,Eric Haley,Other,1958-07-22,67,thomas13@yahoo.com,9022598797,Mailing,3493 Allen Forge Suite 973,Kayleefurt,Rhode Island,85458,Uruguay,South,Rented,Tier 2,Pending,Online Portal,2024-12-24,No
CUST2152,Jamie Chen,Male,1969-01-01,56,gregorozco@hotmail.com,(959)332-3101x846,Office,168 Kevin Overpass Suite 930,Tinaside,New Mexico,65552,Denmark,East,Leased,Tier 3,Pending,Call Center,2024-09-28,No
CUST2153,Mr. Danny Ballard,Female,1966-05-18,59,vwilson@tucker.com,021-398-4595,Permanent,0248 Kathryn Turnpike,Michaelfurt,Massachusetts,63511,United States of America,Central,Owned,Tier 3,Rejected,Mobile App,2025-05-30,No
CUST2154,Luis Murillo,Male,1992-12-29,33,benjaminsmith@yahoo.com,+1-237-451-9623x863,Office,8336 Clarence Throughway Apt. 462,Adamschester,Hawaii,71160,French Guiana,Central,Leased,Tier 2,Rejected,Call Center,2025-02-07,No
CUST2155,Samantha Graham,Other,1998-03-12,27,carrmitchell@yahoo.com,001-906-752-0663x9714,Mailing,68035 Frank Curve,Dawnchester,Maryland,90807,Benin,South,Company Provided,Tier 3,Verified,Online Portal,2025-10-01,Yes
CUST2156,Maria Ford,Male,1986-10-26,39,xlee@gmail.com,001-317-867-3106,Mailing,17574 Williams Circles,East Shelleyville,Kansas,13791,Falkland Islands (Malvinas),West,Rented,Tier 2,Verified,Call Center,2025-07-13,No
CUST2157,Katherine Jones,Male,1997-09-29,28,nicoledudley@johnston.info,001-221-351-9876,Residential,122 Roberts Vista,East Rachelside,Vermont,22922,Iran,West,Rented,Tier 3,Verified,Call Center,2025-01-15,Yes
CUST2158,Jackson Montgomery,Other,1994-01-28,31,phillipsjessica@yahoo.com,001-501-945-6938,Office,236 Marissa Squares,South Williamborough,Ohio,63550,Cameroon,East,Leased,Tier 2,Verified,Call Center,2024-09-14,Yes
CUST2159,Paul James,Male,1970-12-06,55,mirandacole@ford-smith.org,+1-332-834-5722x01059,Billing,833 Megan Village,Susanfort,South Dakota,45896,Liberia,North,Company Provided,Tier 1,Pending,Online Portal,2025-05-12,Yes
CUST2160,Scott Conrad,Female,1988-01-05,37,ewells@hotmail.com,5588473668,Billing,039 Stewart Road,Bellstad,Tennessee,55254,Ukraine,North,Leased,Tier 1,Rejected,Mobile App,2025-04-13,No
CUST2161,Laurie Anderson,Male,1998-09-07,27,garrisoncharlene@hotmail.com,(561)989-6093x309,Mailing,3579 Williams Viaduct,Roberttown,Wyoming,83988,Lithuania,Central,Leased,Tier 3,Rejected,Online Portal,2024-03-29,Yes
CUST2162,Marcus Nelson,Male,1953-12-28,72,lyonslucas@hotmail.com,108-617-7062x746,Office,529 Molly Extensions Apt. 828,New Joeshire,Florida,16039,Algeria,South,Owned,Tier 2,Rejected,Online Portal,2024-08-29,Yes
CUST2163,Amanda Larson,Male,1967-10-02,58,joel41@gmail.com,+1-039-676-8611x0041,Office,0195 Collier Ford,Nortonfort,Maryland,48056,Peru,Central,Company Provided,Tier 2,Pending,Call Center,2025-09-24,Yes
CUST2164,Chelsea Ross,Female,1980-05-29,45,kelly77@stephenson-dean.info,028-709-8307x9053,Residential,77912 Crawford Knoll Suite 102,South Christopherville,North Carolina,79594,Mauritius,South,Company Provided,Tier 1,Pending,Online Portal,2025-03-03,Yes
CUST2165,Lisa Chavez,Female,1965-12-19,60,michael30@savage.biz,(754)783-6297x5157,Billing,9322 Amber Junctions,Port Alejandra,South Dakota,11830,British Virgin Islands,North,Company Provided,Tier 2,Verified,Online Portal,2024-11-13,No
CUST2166,Toni Meyer,Female,1982-11-06,43,bakertiffany@hotmail.com,+1-980-240-7521x84567,Residential,6523 Jon Branch Apt. 840,Sheltonmouth,West Virginia,28432,Lithuania,West,Company Provided,Tier 3,Pending,Online Portal,2025-07-25,No
CUST2167,Kevin Ramirez,Male,1978-01-06,47,sarah53@patel.com,(276)328-8729,Mailing,5203 John Knolls,Port Lynnland,Arizona,04352,Kyrgyz Republic,East,Owned,Tier 2,Rejected,Online Portal,2025-09-08,Yes
CUST2168,Jason Campbell,Male,2003-10-20,22,shannonburke@hotmail.com,+1-057-245-7141x4633,Office,2744 Mendoza Freeway,Smithberg,Arkansas,30449,Equatorial Guinea,Central,Company Provided,Tier 1,Pending,Mobile App,2025-04-11,No
CUST2169,Megan Cuevas,Other,1979-01-19,46,qrodriguez@banks.com,001-598-499-6621x649,Mailing,06837 Kenneth Villages,East Mauricebury,Nebraska,03268,Uganda,East,Company Provided,Tier 2,Rejected,Call Center,2025-06-21,No
CUST2170,Mrs. Brittany Stuart,Female,1988-07-23,37,aliciasmith@boyd.com,854.232.6873x5174,Office,5981 Brian Divide Apt. 324,Velazquezland,Oklahoma,33036,United Arab Emirates,West,Leased,Tier 3,Verified,Online Portal,2024-04-19,Yes
CUST2171,Rachel Gates,Other,1980-06-03,45,dave76@humphrey.info,(356)385-8142,Billing,75652 Scott Highway,New Charles,Virginia,60614,Saint Lucia,South,Owned,Tier 3,Verified,Online Portal,2025-03-23,Yes
CUST2172,Amy Ferguson,Other,2003-04-19,22,morgan55@bowers.com,+1-489-551-1892,Permanent,47133 Contreras Tunnel Suite 579,Lake Johnny,Connecticut,70599,Kuwait,West,Owned,Tier 3,Pending,Online Portal,2024-04-02,Yes
CUST2173,Kenneth Morgan,Other,1992-08-01,33,jessica94@yahoo.com,549-720-0124x87139,Residential,3866 King Squares Apt. 915,South Matthew,Tennessee,75454,Montenegro,East,Company Provided,Tier 3,Pending,Online Portal,2024-05-10,No
CUST2174,Frank Patel,Female,1952-11-26,73,millerhenry@williams.com,677.054.6961,Residential,36340 Lewis Field Suite 649,Whiteland,Virginia,16812,Monaco,South,Owned,Tier 1,Verified,Online Portal,2025-02-15,Yes
CUST2175,Christopher Douglas,Male,1984-08-05,41,mcdonaldwilliam@robbins.com,(572)044-5715,Mailing,1519 Jonathan Loaf Suite 261,Bradleymouth,Alaska,61265,United Kingdom,East,Company Provided,Tier 1,Verified,Mobile App,2024-07-11,No
CUST2176,Sean Carpenter,Male,1963-05-27,62,martinrhonda@watts-harris.com,760.456.4886,Residential,03466 Jenkins Avenue,Moralesburgh,Delaware,04889,Bangladesh,West,Company Provided,Tier 1,Rejected,Call Center,2025-09-14,No
CUST2177,Jennifer Gutierrez,Female,1954-09-11,71,david58@gmail.com,822-620-5401,Permanent,0841 Page Roads,East Jason,Massachusetts,31949,French Southern Territories,West,Rented,Tier 2,Verified,Online Portal,2025-08-22,Yes
CUST2178,Megan Glass,Other,1960-08-09,65,klong@gmail.com,+1-119-507-8825x3605,Residential,85635 Michael Dam Suite 635,Georgestad,California,36978,China,East,Company Provided,Tier 2,Pending,Call Center,2023-12-02,No
CUST2179,Jamie Barnes,Male,1972-06-29,53,jkennedy@owen.com,+1-313-347-6777x3154,Permanent,7386 Hughes Spurs Suite 789,Suarezbury,Delaware,98391,Dominica,South,Owned,Tier 1,Verified,Mobile App,2025-07-13,No
CUST2180,John George,Other,1976-03-28,49,nicole94@hotmail.com,820-135-0091x65522,Residential,6257 Monica Pass Apt. 086,Davenporthaven,Pennsylvania,78947,Saint Helena,East,Company Provided,Tier 3,Verified,Online Portal,2025-03-27,Yes
CUST2181,Heidi Moon,Other,1972-09-25,53,mooreroger@yahoo.com,+1-383-844-8218x59838,Residential,458 Huang Mountains Suite 941,North Josephton,Wisconsin,22727,Kenya,Central,Owned,Tier 1,Rejected,Call Center,2025-08-01,No
CUST2182,Cathy Sosa,Female,1969-02-02,56,robert10@ho.net,7467977372,Billing,451 Gutierrez Meadow,South Destiny,Virginia,05041,Suriname,North,Rented,Tier 3,Rejected,Mobile App,2025-10-08,No
CUST2183,Joshua Wheeler,Female,1992-03-14,33,hernandezsharon@hood.com,895.959.8548x67383,Billing,5902 Ruiz Hollow,Grantshire,Arizona,38313,San Marino,North,Rented,Tier 3,Verified,Call Center,2024-03-24,Yes
CUST2184,Kristy White,Female,1971-10-13,54,kjones@montoya.com,738.246.9368x454,Permanent,19107 Spencer Park,Daleville,Wisconsin,01389,Paraguay,South,Owned,Tier 1,Rejected,Call Center,2025-04-14,No
CUST2185,David Stewart,Other,1995-01-18,30,henrysteven@mccoy.net,(457)492-9569,Permanent,072 Francis Forest,Wilsonview,Mississippi,12505,Singapore,South,Company Provided,Tier 1,Verified,Mobile App,2025-03-11,No
CUST2186,Peter Jones,Male,1995-06-21,30,jamesrogers@gmail.com,102.380.2926x72862,Billing,46500 Sosa Path,Port Joannside,Nevada,12418,Colombia,West,Owned,Tier 3,Rejected,Branch Visit,2024-01-11,Yes
CUST2187,Cory Hayes,Male,1962-12-23,63,orobinson@cantrell-rose.com,(245)894-4777,Office,332 Brett Pass Apt. 023,Mayerfort,Nebraska,25647,Denmark,North,Company Provided,Tier 1,Pending,Mobile App,2025-05-01,No
CUST2188,David Hill,Female,1980-09-21,45,lcooper@barnett.info,+1-256-908-9000x14269,Permanent,2236 Wilson Tunnel,New Timothy,North Carolina,49597,Colombia,North,Company Provided,Tier 3,Pending,Branch Visit,2025-06-18,Yes
CUST2189,Michelle Chandler,Other,1970-07-25,55,johnstonmelinda@hotmail.com,(490)523-2130,Billing,896 Davis Orchard Apt. 773,Christinamouth,Maryland,59081,Philippines,North,Leased,Tier 1,Verified,Branch Visit,2025-08-12,Yes
CUST2190,Michael Pierce,Male,1982-01-31,43,dfletcher@hotmail.com,782-296-4042x6144,Residential,6360 Lauren Fort,Gilmorefurt,Missouri,82900,Mayotte,North,Owned,Tier 2,Rejected,Branch Visit,2025-05-26,Yes
CUST2191,Isaac Scott,Female,2005-02-16,20,ustafford@gmail.com,5545925947,Residential,07825 Mark Plain,Burtonstad,South Dakota,31427,Morocco,Central,Rented,Tier 3,Pending,Call Center,2025-05-15,No
CUST2192,Jennifer Porter,Other,1994-08-25,31,wyattrobin@gmail.com,(337)698-0290,Residential,70484 Santiago Mountains,Port Natasha,Alabama,54938,Belize,West,Owned,Tier 1,Verified,Online Portal,2025-06-01,Yes
CUST2193,Jacob Santos,Female,1954-01-29,71,emily08@garcia.com,+1-948-693-7532x313,Billing,74773 Benson Viaduct Suite 762,East Taylor,North Dakota,17617,Bahrain,East,Owned,Tier 3,Verified,Mobile App,2025-04-21,Yes
CUST2194,Derek Villegas,Female,1980-03-12,45,apeterson@gmail.com,7210224436,Billing,82204 Cheyenne Station,New Heathermouth,Illinois,09514,Cyprus,West,Owned,Tier 3,Rejected,Branch Visit,2025-10-02,No
CUST2195,Jacqueline Perry,Female,1998-11-10,27,shannon86@gmail.com,945-306-4416x072,Billing,55385 Heath Courts Suite 044,Stephanietown,Connecticut,43057,Antigua and Barbuda,South,Rented,Tier 2,Pending,Call Center,2025-02-12,No
CUST2196,Joshua Davis,Other,1969-05-22,56,jennifer11@mann.com,(187)543-7540,Billing,6807 Jennifer Village Apt. 679,Cathyfort,Tennessee,54024,Austria,East,Leased,Tier 1,Verified,Mobile App,2023-11-18,Yes
CUST2197,Angela Rogers,Other,1956-08-29,69,melissa61@yahoo.com,588.189.3257,Office,38747 Kayla Stream,Huntstad,Oklahoma,46605,El Salvador,West,Rented,Tier 1,Verified,Branch Visit,2025-04-24,No
CUST2198,Nicholas Little,Male,2001-01-14,24,fosteranthony@hotmail.com,260.572.5837x579,Permanent,181 Alicia Mission,Yolandamouth,Kansas,95020,Cote d'Ivoire,South,Leased,Tier 2,Verified,Online Portal,2024-06-13,No
CUST2199,Christine Phillips,Other,1967-07-24,58,zparker@hall-walls.net,092.421.2477,Mailing,60632 Perez Meadow,North Christineville,North Dakota,73623,Nauru,Central,Leased,Tier 3,Verified,Branch Visit,2024-11-03,Yes
CUST2200,Connor Stevens,Other,2000-05-12,25,rwright@gmail.com,+1-570-252-8915x0880,Permanent,3063 Christine Track Apt. 312,Jonesbury,Kansas,36859,Malaysia,West,Rented,Tier 1,Pending,Mobile App,2025-05-31,No
CUST2201,Alejandro Hahn,Female,1980-08-02,45,craig86@hotmail.com,079.891.0619x05375,Permanent,649 Porter Island,South Connieside,Nebraska,91451,Northern Mariana Islands,South,Company Provided,Tier 2,Rejected,Online Portal,2024-10-12,Yes
CUST2202,Kerri Miller,Male,2000-11-13,25,fcalhoun@faulkner-roberts.biz,001-087-366-3432x3517,Mailing,840 Zimmerman Mount Suite 766,Keithchester,Arizona,77953,Thailand,South,Leased,Tier 2,Verified,Branch Visit,2024-08-14,No
CUST2203,Tammy Cook,Other,1967-02-07,58,evelyn62@yahoo.com,788-325-8011x65321,Office,7011 Pena Port Suite 210,Lake Meghanland,Alabama,48232,Monaco,East,Owned,Tier 1,Verified,Call Center,2025-09-06,Yes
CUST2204,Shannon Lee,Other,1986-05-22,39,nancywilliams@hotmail.com,+1-391-847-9559x794,Permanent,495 Sara Stravenue Suite 983,North Brendanburgh,Colorado,11230,Korea,East,Rented,Tier 1,Verified,Call Center,2024-03-06,Yes
CUST2205,Thomas Bell,Female,1984-09-06,41,wendywang@gmail.com,681.343.1156,Residential,4929 Scott Junction,Rachelhaven,New Hampshire,36721,Argentina,North,Leased,Tier 2,Rejected,Online Portal,2024-10-04,No
CUST2206,Brian Hall,Other,1952-02-19,73,djones@gmail.com,1378754780,Office,3121 Wilson Spurs,Lake Judithhaven,Arizona,51388,Russian Federation,North,Leased,Tier 2,Rejected,Call Center,2023-12-21,No
CUST2207,John Bryant,Other,1990-07-10,35,clarkdouglas@gmail.com,856-142-5291x7637,Mailing,204 Austin River,New Jeffrey,Missouri,71433,Lebanon,North,Owned,Tier 2,Rejected,Online Portal,2025-05-14,Yes
CUST2208,Carlos Lewis,Female,1958-10-29,67,thomas39@yahoo.com,842.754.3143,Residential,5579 Griffith Cove,Sherryland,Montana,25169,Slovakia (Slovak Republic),Central,Company Provided,Tier 2,Verified,Branch Visit,2024-01-29,No
CUST2209,Sierra Powell,Female,1972-12-19,53,dmueller@hotmail.com,913-173-7669x0343,Permanent,3265 Aguirre Meadow Apt. 153,New Johnnyberg,Delaware,23874,South Georgia and the South Sandwich Islands,Central,Rented,Tier 1,Rejected,Online Portal,2024-03-20,Yes
CUST2210,Anthony Sheppard,Male,1997-04-28,28,tbaker@hotmail.com,855.016.6360x77298,Residential,69833 Erica Spur,Lake Alexander,Minnesota,42216,Mauritania,South,Rented,Tier 3,Verified,Call Center,2024-01-15,Yes
CUST2211,Andrew Lara,Male,2005-06-04,20,danielsedward@noble-sanchez.com,+1-378-594-9179x935,Permanent,08996 Kathleen Mountain Apt. 819,South Williamberg,New Mexico,77587,Ireland,East,Rented,Tier 1,Verified,Branch Visit,2025-04-16,Yes
CUST2212,John Owens,Female,1955-06-21,70,woodslori@gmail.com,255-438-9021,Permanent,70603 Little Shoal Suite 866,Johnport,Massachusetts,06224,Macao,South,Company Provided,Tier 3,Rejected,Mobile App,2024-08-05,Yes
CUST2213,Jeffrey Hernandez,Female,1989-07-29,36,millerjasmine@leonard.com,+1-923-279-5800,Billing,93590 Monica Shores,North Caroline,Illinois,56438,Lao People's Democratic Republic,Central,Leased,Tier 1,Rejected,Mobile App,2024-03-01,No
CUST2214,Robert Green,Male,1990-03-29,35,kyleglenn@shaw-sloan.com,104.754.5351,Permanent,2465 Price Underpass,Alexandershire,New Jersey,04719,Denmark,East,Owned,Tier 2,Rejected,Online Portal,2025-09-07,Yes
CUST2215,Craig Roberson,Female,2005-09-07,20,davidlee@hotmail.com,001-559-123-9298,Permanent,36514 Gray Mills Suite 101,West Alexanderstad,Rhode Island,18051,Micronesia,Central,Leased,Tier 2,Rejected,Call Center,2023-11-21,No
CUST2216,Patrick Miller,Male,1997-08-28,28,mbradshaw@hotmail.com,192.293.5266x26123,Billing,19115 Hayes Lock,New Valerie,Texas,94592,Italy,Central,Owned,Tier 2,Verified,Mobile App,2024-09-09,Yes
CUST2217,Kyle Johnson,Male,1966-04-16,59,kimlaura@mcgrath.com,504-090-5611x72610,Office,965 Perry Trail,Kimberlyshire,Maryland,41750,Central African Republic,Central,Owned,Tier 3,Verified,Mobile App,2024-12-26,No
CUST2218,Michael Coffey,Male,1993-02-23,32,dawnnewton@johnston-kelly.com,(436)917-0274x09274,Residential,211 Oconnor Drives Suite 839,Port Anthony,Kansas,74038,Falkland Islands (Malvinas),West,Rented,Tier 1,Pending,Branch Visit,2025-09-18,No
CUST2219,Corey Allen,Other,1976-05-18,49,bfox@yahoo.com,2356738193,Permanent,60168 Brittany Springs,Matthewshire,Oklahoma,22601,China,East,Owned,Tier 3,Rejected,Online Portal,2024-10-24,Yes
CUST2220,Christopher Bolton,Female,1976-02-17,49,laurenespinoza@hotmail.com,(485)924-4582,Billing,919 Smith Ferry Suite 539,South Jaimefort,Louisiana,05947,Christmas Island,West,Leased,Tier 2,Pending,Call Center,2025-07-26,No
CUST2221,Larry Nelson,Male,2001-12-04,24,johnathanmorton@bailey.net,631-085-1366,Permanent,130 Frost Loop,New Destiny,Georgia,37725,Palestinian Territory,Central,Leased,Tier 3,Verified,Online Portal,2024-02-28,Yes
CUST2222,Tammy Valentine,Other,1985-10-15,40,ucarson@hotmail.com,001-712-778-1817,Residential,63320 Barnes Court,Michaelport,North Carolina,99878,Cuba,North,Owned,Tier 1,Pending,Call Center,2025-02-22,No
CUST2223,Diana Esparza,Female,1975-02-20,50,anthonyfoster@gmail.com,(052)251-0696x16419,Billing,199 Peterson Light,New David,South Carolina,66144,French Polynesia,Central,Leased,Tier 2,Rejected,Call Center,2024-11-23,No
CUST2224,William Nelson,Male,1999-11-22,26,tlewis@rogers-santiago.com,(457)284-7188,Mailing,789 Linda Pass Suite 921,West Danielle,South Carolina,71524,Papua New Guinea,West,Leased,Tier 2,Pending,Mobile App,2024-07-05,No
CUST2225,Gregory Moran,Other,1995-05-28,30,tracyjackson@jensen.biz,9848799158,Billing,299 Kimberly Throughway Apt. 335,North Caroline,Kentucky,54309,Indonesia,Central,Rented,Tier 1,Pending,Call Center,2024-06-23,No
CUST2226,Brian Luna,Other,1995-09-03,30,jhawkins@rodriguez.org,348-926-0229x7944,Residential,286 Joseph Forks,Boltontown,Pennsylvania,87281,Antigua and Barbuda,East,Rented,Tier 3,Verified,Call Center,2024-05-11,No
CUST2227,Stanley Huffman,Other,1976-06-15,49,burnettmelissa@yahoo.com,(478)932-9723x1763,Billing,708 Claire Lodge,Debrafort,Arizona,61257,Nepal,West,Company Provided,Tier 1,Verified,Call Center,2024-03-28,Yes
CUST2228,Brent Vega,Male,1989-07-11,36,rogermorgan@hotmail.com,822.981.3422x382,Permanent,0929 Franklin Corners,Marcusside,Michigan,17621,Indonesia,East,Company Provided,Tier 2,Pending,Call Center,2025-05-09,Yes
