Customer_ID,Full_Name,Document_Type,Document_Number,Issue_Date,Expiry_Date,Issuing_Authority,Verification_Status,Risk_Level,Onboarding_Channel,KYC_Renewal_Date,Created_At,Business_Activity,Value_Domain,Data_Segment,Data_Domain
CUST69433,Kim Smith,Driving License,DRI501834,2021-01-29,2028-09-15,UIDAI,Rejected,Medium,Online,2026-10-15,2023-06-05 09:13:37,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST58450,Jason Mason,PAN Card,PAN286364,2016-06-30,2029-04-29,UIDAI,Pending,Low,Branch Visit,2025-10-21,2020-04-12 10:23:16,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST97113,Michael Munoz,Passport,PAS673400,2017-07-01,2028-03-31,Election Commission,Pending,Medium,Agent Assisted,2026-01-25,2020-11-03 22:55:37,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST88024,Sean Hughes,Voter ID,VOT854723,2019-12-27,2034-10-11,Income Tax Dept,Pending,Medium,Agent Assisted,2025-12-12,2025-01-03 01:26:21,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST44656,Janice Rivera,Voter ID,VOT112947,2023-02-27,2025-11-20,Election Commission,Verified,Medium,Branch Visit,2027-02-14,2025-02-18 02:09:59,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST39262,Jessica Parker,Driving License,DRI773163,2019-09-10,2033-09-18,Election Commission,Verified,High,Online,2025-12-13,2020-08-20 20:35:33,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST22493,James Doyle,Bank Statement,BAN705243,2022-10-14,2028-01-10,Govt of India,Rejected,Medium,Online,2027-02-10,2022-05-03 12:27:03,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST34133,Jeffrey Moore,PAN Card,PAN444080,2017-05-23,2030-03-29,Election Commission,Verified,High,Branch Visit,2027-02-08,2024-11-15 00:16:14,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST14029,Andrea Ortega,National ID,NAT180964,2023-09-17,2033-05-11,Election Commission,Verified,Medium,Online,2025-12-23,2023-10-04 05:05:05,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST77916,Jeremy Larson,Driving License,DRI853012,2016-07-13,2031-09-07,Govt of India,Verified,Low,Agent Assisted,2026-08-23,2023-01-24 23:03:50,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST82122,Jeremiah Walker,PAN Card,PAN434687,2016-08-06,2027-08-21,Income Tax Dept,Pending,Low,Online,2026-03-27,2022-09-24 09:29:54,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST98351,Nicholas Davis,National ID,NAT936959,2021-12-15,2034-04-07,Regional Transport Office,Pending,High,Branch Visit,2026-08-28,2024-07-25 02:09:22,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST38264,Wendy Williams,Passport,PAS503212,2018-08-14,2032-08-30,Election Commission,Rejected,High,Online,2027-05-22,2025-04-10 00:18:01,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST63985,Michael Wolf,National ID,NAT423237,2017-06-12,2027-08-25,Govt of India,Verified,Low,Online,2026-06-27,2024-11-26 19:38:07,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST54132,Jennifer Quinn,PAN Card,PAN709480,2020-07-07,2026-06-19,Regional Transport Office,Pending,High,Agent Assisted,2027-08-08,2022-09-28 17:10:16,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST37564,Lindsey Reyes DDS,PAN Card,PAN236450,2016-09-10,2029-10-30,Regional Transport Office,Pending,Medium,Branch Visit,2026-06-05,2025-07-25 06:48:58,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST95099,Paula Hughes,PAN Card,PAN723903,2019-04-29,2032-12-15,Election Commission,Rejected,High,Agent Assisted,2026-08-02,2024-02-09 07:46:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST48266,Michael Hodge,PAN Card,PAN447977,2019-04-19,2027-08-11,Election Commission,Rejected,Medium,Agent Assisted,2026-10-26,2023-01-21 03:55:42,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST87050,Caleb Griffith,Aadhaar Card,AAD985772,2019-05-20,2035-10-08,Income Tax Dept,Rejected,High,Branch Visit,2026-01-04,2022-01-07 12:23:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST50950,Christopher Hughes,National ID,NAT345168,2021-04-20,2028-01-21,Income Tax Dept,Rejected,High,Online,2027-04-26,2023-04-04 12:43:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST54660,Michael Green,Employee ID,EMP484131,2016-07-25,2028-08-11,UIDAI,Rejected,Medium,Branch Visit,2026-12-07,2020-02-12 09:27:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST96513,Douglas Baker,Employee ID,EMP318023,2017-07-20,2031-12-13,UIDAI,Rejected,Low,Branch Visit,2027-01-02,2024-07-08 12:22:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST18697,Nichole Martin,PAN Card,PAN951717,2015-11-14,2032-04-28,Regional Transport Office,Verified,Medium,Online,2027-06-02,2023-08-01 22:55:45,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST19544,Nicholas Williams,National ID,NAT119914,2018-10-25,2026-09-08,Regional Transport Office,Rejected,Low,Agent Assisted,2027-02-06,2021-11-25 23:22:01,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST46241,Eric Brewer,Voter ID,VOT972093,2020-10-29,2029-03-25,Govt of India,Pending,High,Branch Visit,2027-06-19,2025-03-26 07:58:44,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST39175,Leah Brown,Aadhaar Card,AAD614471,2020-11-17,2027-03-27,UIDAI,Rejected,Low,Branch Visit,2026-11-21,2023-10-01 17:53:39,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST49881,Ian Fox,National ID,NAT461015,2017-07-29,2029-12-03,UIDAI,Verified,Low,Online,2026-02-15,2021-11-28 06:18:57,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST33696,Brent Esparza,PAN Card,PAN375757,2024-05-30,2032-09-03,UIDAI,Verified,High,Branch Visit,2026-10-02,2024-03-22 14:06:28,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST45299,Dawn Thompson,Driving License,DRI103687,2017-08-06,2033-06-06,Govt of India,Rejected,High,Branch Visit,2027-09-10,2022-03-27 19:23:40,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST39055,Walter Reed,Aadhaar Card,AAD658325,2022-01-08,2028-03-13,Govt of India,Verified,High,Branch Visit,2026-02-26,2022-07-14 03:54:47,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST40336,Olivia Dixon,National ID,NAT671738,2017-01-25,2027-09-27,Regional Transport Office,Rejected,High,Branch Visit,2026-04-03,2025-01-26 03:17:41,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST94372,Katherine Davis,Passport,PAS626185,2021-08-23,2027-11-30,Govt of India,Verified,Medium,Agent Assisted,2027-02-09,2021-09-16 00:06:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST11894,Glenn Lambert,PAN Card,PAN704860,2017-11-05,2027-07-07,UIDAI,Rejected,Low,Agent Assisted,2026-02-25,2023-06-05 05:48:47,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST68754,Jessica Reed,Aadhaar Card,AAD210611,2018-09-29,2028-10-06,Election Commission,Pending,High,Online,2027-08-02,2021-11-08 10:51:24,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST26851,Rick Hanson,Bank Statement,BAN103345,2018-08-28,2035-07-15,UIDAI,Verified,High,Online,2026-08-12,2024-01-10 18:16:16,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST60883,Kaitlin Johnson,Employee ID,EMP788311,2020-07-06,2031-12-14,Election Commission,Pending,Low,Online,2026-05-12,2020-08-23 13:55:03,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST15546,Krista King,Bank Statement,BAN144466,2015-11-14,2034-09-04,UIDAI,Verified,Low,Branch Visit,2026-04-19,2021-03-01 02:25:30,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST19597,Catherine Church,Driving License,DRI762796,2024-07-05,2034-04-11,Govt of India,Verified,Low,Online,2027-01-04,2025-03-10 22:12:15,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST62946,Christina Lane,Bank Statement,BAN431787,2023-10-10,2029-12-11,UIDAI,Verified,High,Agent Assisted,2027-01-12,2020-12-05 18:02:28,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST12205,Timothy Clark,Aadhaar Card,AAD323520,2024-05-02,2026-03-26,UIDAI,Verified,Medium,Online,2026-11-01,2021-05-24 00:27:20,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST11259,Christine Reyes,National ID,NAT915656,2018-08-24,2031-06-27,Election Commission,Pending,Low,Agent Assisted,2027-08-28,2024-10-08 09:32:14,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST65970,Nathan Turner,Voter ID,VOT904838,2017-11-07,2031-03-26,Govt of India,Pending,Medium,Agent Assisted,2027-04-12,2021-07-28 15:53:55,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST74621,Diana Lewis,Voter ID,VOT904685,2018-02-17,2034-06-21,Election Commission,Rejected,High,Agent Assisted,2026-02-05,2024-02-21 05:23:43,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST81874,Ashley Bradley,PAN Card,PAN937699,2024-09-02,2026-06-30,Election Commission,Verified,Medium,Branch Visit,2026-04-11,2022-10-18 12:55:17,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST20898,Barry Young,Bank Statement,BAN220167,2021-10-25,2030-10-28,Election Commission,Verified,Low,Agent Assisted,2026-04-15,2021-07-26 14:24:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST30370,Anthony Barnett,PAN Card,PAN675503,2018-02-06,2027-08-14,Regional Transport Office,Verified,High,Branch Visit,2026-09-25,2023-08-11 12:43:52,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST50150,Victoria Harvey,National ID,NAT950080,2016-11-09,2031-06-21,Income Tax Dept,Pending,Low,Branch Visit,2027-04-09,2024-08-29 09:37:02,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST69086,Derek Johnston,Driving License,DRI930602,2021-03-28,2026-01-14,UIDAI,Pending,Medium,Branch Visit,2026-07-11,2020-01-20 19:28:06,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST54995,Trevor Glenn,PAN Card,PAN585165,2018-03-22,2032-05-24,Election Commission,Pending,High,Branch Visit,2026-02-21,2023-09-20 18:42:46,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST58860,Alexis Walker,Voter ID,VOT562237,2018-09-27,2030-06-26,UIDAI,Verified,Medium,Online,2026-05-16,2020-10-13 09:26:32,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST38719,Emily Montgomery,Passport,PAS199127,2016-09-22,2034-02-16,UIDAI,Pending,High,Branch Visit,2027-09-21,2023-09-15 11:45:06,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST65529,Lindsay Robles,Voter ID,VOT336226,2023-06-27,2029-09-16,UIDAI,Rejected,Medium,Branch Visit,2026-02-11,2021-08-16 14:57:44,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST11181,Belinda Hodges,Passport,PAS518887,2020-05-17,2031-02-22,Income Tax Dept,Rejected,High,Branch Visit,2027-03-25,2024-02-15 10:07:07,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST72329,Maria Allen,National ID,NAT348516,2024-08-09,2028-05-10,Regional Transport Office,Verified,Medium,Online,2027-09-30,2023-01-19 19:16:59,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST27262,Dr. Vincent Clements,Bank Statement,BAN147479,2017-09-05,2031-05-15,Election Commission,Rejected,Medium,Online,2026-12-12,2023-04-04 04:39:24,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST11880,Karen Campbell,Employee ID,EMP517556,2019-07-10,2031-02-04,Election Commission,Verified,High,Online,2026-04-28,2024-10-26 10:07:48,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST74695,Valerie Franklin,Aadhaar Card,AAD259680,2021-06-12,2030-02-11,Election Commission,Rejected,Low,Agent Assisted,2026-10-23,2021-10-08 14:40:53,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST78548,Andrea Jackson,Bank Statement,BAN967960,2019-05-21,2030-06-05,Election Commission,Pending,Medium,Online,2026-11-11,2022-04-20 07:46:07,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST58886,Shannon Holmes,National ID,NAT443649,2022-05-09,2029-01-09,Regional Transport Office,Pending,Low,Online,2027-06-27,2022-06-26 16:49:09,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST45838,Charlene Watkins,PAN Card,PAN287425,2018-10-20,2026-05-25,UIDAI,Verified,Low,Branch Visit,2025-12-04,2025-08-17 21:40:11,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST95269,Kenneth Pope,Passport,PAS671410,2016-03-30,2032-03-13,Income Tax Dept,Rejected,High,Agent Assisted,2027-01-16,2021-10-30 18:07:32,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST41561,Marcus Rodriguez,Aadhaar Card,AAD205897,2017-10-29,2025-11-01,Income Tax Dept,Rejected,Low,Online,2027-04-18,2024-02-02 22:38:37,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST19927,Misty Lopez,Driving License,DRI114161,2024-05-11,2029-01-21,Income Tax Dept,Verified,Low,Online,2026-05-25,2025-01-27 23:51:08,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST69591,William Mejia,National ID,NAT976774,2022-06-25,2026-12-07,Income Tax Dept,Pending,Low,Online,2026-03-17,2024-12-17 21:36:24,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST61509,Kenneth Cook,Employee ID,EMP550103,2024-07-15,2034-03-24,Income Tax Dept,Verified,Medium,Agent Assisted,2026-11-07,2023-04-04 23:36:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST94946,Justin Allen,PAN Card,PAN207228,2017-04-21,2031-06-19,UIDAI,Rejected,Low,Agent Assisted,2027-03-27,2025-10-14 09:37:21,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST28012,Kimberly Weeks,Aadhaar Card,AAD782247,2022-12-12,2026-05-15,UIDAI,Verified,Medium,Online,2025-12-07,2022-09-01 12:42:55,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST59549,Steve Barrett,Driving License,DRI284395,2024-08-10,2031-10-25,Income Tax Dept,Rejected,Medium,Agent Assisted,2026-07-05,2020-09-25 10:57:36,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST50786,Martha Moss,National ID,NAT584402,2023-07-30,2026-02-17,Income Tax Dept,Verified,Low,Branch Visit,2027-09-05,2021-07-19 02:34:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST40676,Jimmy Cox,National ID,NAT418911,2017-06-30,2031-03-01,Govt of India,Pending,Medium,Branch Visit,2027-02-06,2020-07-19 18:14:22,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST89557,Anthony Espinoza,Passport,PAS658939,2024-05-03,2034-04-27,Govt of India,Pending,High,Agent Assisted,2026-08-30,2023-01-14 00:38:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST28116,Lori Williams,Aadhaar Card,AAD333717,2021-06-09,2027-05-10,UIDAI,Verified,Low,Agent Assisted,2026-05-30,2024-12-26 14:41:52,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST32989,Meagan Ayers,Driving License,DRI807041,2022-01-11,2026-10-24,Govt of India,Verified,Low,Agent Assisted,2026-01-23,2025-04-24 09:33:50,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST42462,Elizabeth Gross,National ID,NAT168438,2019-10-14,2035-04-20,UIDAI,Verified,Medium,Online,2025-11-03,2021-07-22 16:44:58,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66403,Yvette Tucker,Voter ID,VOT134979,2020-10-12,2030-07-05,Govt of India,Rejected,Low,Branch Visit,2026-04-21,2022-02-09 21:35:07,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST54613,Michelle Morgan,PAN Card,PAN569185,2024-06-03,2035-05-20,Regional Transport Office,Verified,High,Agent Assisted,2026-08-24,2021-02-08 19:43:35,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST92849,Jason Ward,Voter ID,VOT553144,2017-05-31,2032-03-26,Regional Transport Office,Verified,Low,Online,2027-06-12,2020-03-15 07:17:59,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST35574,Danielle White,Bank Statement,BAN314600,2017-03-03,2030-05-02,Govt of India,Pending,Low,Online,2026-03-26,2022-07-21 08:16:00,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST26237,Bryan Davis,Driving License,DRI796616,2023-01-13,2030-08-04,Income Tax Dept,Verified,Low,Agent Assisted,2027-09-22,2020-11-26 23:23:26,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST39077,Gregory Schultz,Voter ID,VOT532517,2020-08-09,2031-07-23,Income Tax Dept,Rejected,High,Agent Assisted,2026-02-04,2022-10-27 14:59:39,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST52076,Lisa Deleon,Bank Statement,BAN281524,2022-08-02,2034-04-16,Regional Transport Office,Verified,Medium,Agent Assisted,2027-07-28,2021-07-11 20:27:32,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST28706,Courtney Johnston,Passport,PAS183108,2017-09-15,2026-08-13,Regional Transport Office,Verified,Medium,Agent Assisted,2026-12-31,2020-05-24 09:56:50,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST91510,Angelica Brown,Voter ID,VOT898203,2022-11-08,2033-02-12,Election Commission,Pending,Low,Branch Visit,2026-01-30,2020-04-13 22:29:44,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST85466,Danielle Edwards,Passport,PAS662598,2023-05-23,2034-05-26,UIDAI,Pending,Low,Agent Assisted,2027-04-28,2024-04-01 21:15:44,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST40741,Joanne Rice,Bank Statement,BAN523516,2021-06-18,2035-01-24,UIDAI,Pending,Medium,Online,2027-01-17,2021-12-04 16:10:31,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST52324,Sara Robinson,Aadhaar Card,AAD964429,2022-08-19,2031-08-01,Govt of India,Verified,High,Online,2027-09-11,2021-11-09 23:27:27,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST26354,Walter Sanders,Voter ID,VOT414033,2021-06-27,2032-08-12,Govt of India,Pending,High,Online,2026-08-19,2025-02-22 22:40:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST71395,Rodney Hopkins,Employee ID,EMP930375,2024-03-11,2032-09-14,Govt of India,Rejected,High,Online,2027-08-05,2021-05-07 12:37:51,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST41976,Amy Moss,Passport,PAS655605,2017-12-02,2027-03-23,Govt of India,Rejected,High,Branch Visit,2027-01-11,2020-01-18 01:19:44,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST48079,James Terry,Bank Statement,BAN591166,2023-01-15,2034-07-14,Income Tax Dept,Rejected,Low,Branch Visit,2026-05-03,2020-02-12 16:09:01,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST38715,Angela Vega,Voter ID,VOT663942,2018-04-25,2031-08-19,Regional Transport Office,Pending,Medium,Agent Assisted,2026-07-04,2025-05-08 00:59:04,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST33486,Ruth Johnson,Passport,PAS799263,2023-09-01,2031-11-19,Regional Transport Office,Pending,Low,Online,2025-12-21,2021-04-09 21:08:58,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST87470,Nicole Thomas,Driving License,DRI617139,2017-08-25,2026-02-13,Income Tax Dept,Rejected,Medium,Branch Visit,2026-04-09,2022-10-20 22:46:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST78320,Benjamin Huffman,Passport,PAS607414,2019-04-14,2026-08-05,Income Tax Dept,Verified,High,Online,2027-06-25,2024-02-06 13:59:59,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST77153,Andrew Rodriguez,Passport,PAS831439,2022-06-04,2026-09-23,Regional Transport Office,Pending,Medium,Branch Visit,2027-03-28,2023-02-07 09:09:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66802,Erin Black,Voter ID,VOT149869,2018-11-14,2033-07-23,Regional Transport Office,Verified,Medium,Online,2026-02-21,2025-01-09 05:39:39,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66370,Taylor Anderson,Bank Statement,BAN313328,2022-05-01,2030-08-14,UIDAI,Pending,High,Branch Visit,2026-09-04,2021-02-23 23:12:18,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST73367,Jason Phelps,PAN Card,PAN561261,2016-06-26,2030-06-13,Regional Transport Office,Verified,Medium,Agent Assisted,2027-08-22,2022-02-28 10:17:42,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST29251,Linda Bowen,National ID,NAT204326,2022-09-12,2033-02-21,Election Commission,Pending,High,Online,2025-10-16,2025-09-13 15:04:09,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST66509,Brooke Sanchez,Employee ID,EMP567146,2023-05-25,2029-07-18,Income Tax Dept,Rejected,Low,Branch Visit,2027-07-29,2024-03-10 18:32:26,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST98333,Kathryn Flores,Passport,PAS456730,2023-08-20,2034-07-04,UIDAI,Verified,High,Agent Assisted,2027-02-16,2024-05-31 14:38:44,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST41356,Jacob Williams,PAN Card,PAN104935,2017-01-04,2030-05-06,Election Commission,Rejected,Low,Online,2027-02-28,2020-01-12 16:54:12,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST42440,Marc Carey,National ID,NAT523629,2020-05-19,2034-01-20,UIDAI,Verified,Medium,Branch Visit,2027-09-30,2021-04-24 22:36:46,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST87523,Christopher Hoffman,Driving License,DRI457530,2019-11-28,2031-03-04,Election Commission,Rejected,Low,Online,2027-05-02,2022-11-24 20:44:56,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST63661,Sara Moran,Voter ID,VOT148683,2017-07-01,2031-05-16,Income Tax Dept,Pending,High,Agent Assisted,2026-06-29,2020-12-04 23:39:54,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST27331,Shannon Bradley,PAN Card,PAN488974,2015-11-22,2035-09-17,Govt of India,Verified,Low,Branch Visit,2026-10-30,2020-03-16 10:43:39,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST49110,Raymond Anderson,Employee ID,EMP999234,2016-05-18,2028-04-07,Govt of India,Pending,High,Branch Visit,2026-04-16,2024-10-17 23:01:54,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST69936,Ricardo Beck,National ID,NAT284068,2021-10-30,2027-04-17,Regional Transport Office,Verified,High,Online,2026-04-13,2022-03-12 08:09:07,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST40720,Tony Sherman,Passport,PAS511353,2019-12-07,2033-02-16,UIDAI,Verified,Medium,Agent Assisted,2026-12-13,2023-07-11 07:46:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST78223,Jill Davis,Bank Statement,BAN657634,2019-12-26,2027-01-12,Election Commission,Verified,Low,Agent Assisted,2027-02-01,2025-04-09 00:52:56,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST26557,Shane Salas,Aadhaar Card,AAD344939,2017-08-20,2029-01-21,Election Commission,Rejected,High,Branch Visit,2026-05-09,2021-06-27 06:34:39,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST49247,Samuel Bell,Employee ID,EMP310401,2023-06-26,2029-05-08,Income Tax Dept,Rejected,Low,Branch Visit,2026-02-07,2023-12-07 11:11:06,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST29625,Connie Townsend,Bank Statement,BAN473612,2021-07-20,2026-06-06,UIDAI,Pending,Low,Branch Visit,2026-08-17,2025-06-15 22:51:24,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST96551,Tyler Kent,Employee ID,EMP434757,2023-05-30,2029-09-02,UIDAI,Rejected,High,Branch Visit,2026-03-10,2022-06-05 15:37:51,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST89010,Kevin Adams,Employee ID,EMP194190,2015-11-12,2034-12-22,Regional Transport Office,Rejected,Low,Branch Visit,2027-01-26,2023-09-23 09:40:53,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST24690,Jenna Soto,PAN Card,PAN356835,2016-09-28,2030-09-10,Income Tax Dept,Rejected,Medium,Agent Assisted,2026-12-25,2020-01-11 06:10:13,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST99895,Andrew Clark,Aadhaar Card,AAD848020,2020-09-11,2034-01-24,Govt of India,Verified,Low,Branch Visit,2027-08-10,2023-01-10 02:26:37,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST49517,Eric Miller,Passport,PAS287601,2017-12-28,2026-08-03,Govt of India,Verified,High,Agent Assisted,2027-02-18,2020-02-24 19:35:22,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST95311,Kristin Doyle,Aadhaar Card,AAD526539,2017-11-17,2030-04-16,Income Tax Dept,Pending,Medium,Online,2026-11-16,2022-05-09 05:33:41,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST26275,Jessica Brooks,Bank Statement,BAN582523,2020-06-20,2027-10-14,Income Tax Dept,Verified,Low,Online,2026-03-08,2021-03-03 16:44:46,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST52662,Patricia Simmons,Driving License,DRI547509,2016-09-08,2027-10-22,UIDAI,Rejected,High,Agent Assisted,2027-09-05,2023-04-27 11:42:47,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST98080,Catherine Torres,Passport,PAS861667,2024-07-26,2029-02-03,Regional Transport Office,Rejected,Low,Branch Visit,2027-01-11,2021-10-20 01:35:10,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST49778,Michael Barber,Employee ID,EMP134404,2019-04-18,2028-11-05,Election Commission,Verified,Medium,Branch Visit,2027-02-21,2020-03-28 23:49:56,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST20020,Thomas Lee,Bank Statement,BAN230214,2017-02-03,2026-01-28,Govt of India,Verified,High,Branch Visit,2026-11-23,2022-12-19 20:53:02,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST79197,Alexis Pineda,Employee ID,EMP688659,2021-07-29,2028-03-10,UIDAI,Rejected,Low,Agent Assisted,2027-01-11,2021-03-03 17:08:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST92722,Mr. James Allen,Employee ID,EMP625896,2023-11-16,2027-05-01,Election Commission,Rejected,High,Agent Assisted,2026-06-19,2022-04-16 08:25:19,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST79356,Cynthia Munoz,National ID,NAT754072,2024-09-11,2035-08-21,Govt of India,Pending,High,Online,2026-04-01,2023-12-15 14:17:36,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST70158,Tyler Ramsey,Bank Statement,BAN133402,2024-04-19,2028-10-15,UIDAI,Rejected,High,Online,2027-06-17,2020-08-26 09:23:56,Customer Identification Management,Customer,Identification,Customer Identification Documents
CUST15404,Susan Evans,Employee ID,EMP761243,2023-05-07,2034-11-11,Income Tax Dept,Verified,Medium,Agent Assisted,2027-05-14,2024-07-20 07:25:36,Customer Identification Management,Customer,Identification,Customer Identification Documents
