Customer_ID,Customer_Name,Gender,Date_of_Birth,Age,Email,Phone_Number,Onboarding_Date,Onboarding_Channel,KYC_Status,Region,Employment_Status,Industry,Job_Title,Employer_Name,Annual_Income_Bracket,Years_of_Experience,Verification_Status,Onboarding_Officer,Remarks
CUST3115,Amy Joseph,Female,1971-11-26,54,jensensarah@hotmail.com,684.350.5109,2021-09-10,Agent Assisted,Pending,East,Unemployed,Healthcare,Officer,Bradley-Lopez,5L-10L,20,In Progress,Amanda Logan,High potential customer
CUST3116,Lisa Savage,Other,1996-01-10,29,jamie10@thomas.net,+1-557-289-4500x07118,2022-10-19,Mobile App,Completed,Central,Unemployed,Manufacturing,Engineer,"Wright, Ward and Johnson",<2L,33,Failed,Jeff Gonzalez,Smooth onboarding
CUST3117,Regina Lopez,Female,1989-05-04,36,ryanwilliamson@hotmail.com,091-836-9700x4822,2022-05-22,Branch Visit,Pending,East,Student,Healthcare,Officer,Jones-Schneider,<2L,15,Verified,Tina Branch,Smooth onboarding
CUST3118,Kayla Gray,Other,2000-06-11,25,kelli83@gmail.com,592-701-1168x29541,2025-07-19,Mobile App,Completed,East,Retired,Manufacturing,Director,"Anderson, Johnston and Horn",10L-20L,37,Verified,Maureen Jones,KYC pending
CUST3119,Linda Knight,Female,1991-03-24,34,crusso@hotmail.com,355.307.6988x5013,2021-01-09,Mobile App,Completed,West,Unemployed,Manufacturing,Engineer,Small and Sons,10L-20L,5,Verified,Vincent Hubbard,Employment proof under review
CUST3120,Joel West,Female,1985-02-26,40,owensshelly@ortega-ross.biz,001-161-025-5161x77285,2024-11-03,Agent Assisted,Rejected,South,Unemployed,Education,Engineer,Payne-Medina,>20L,9,Failed,Kenneth Clark,Smooth onboarding
CUST3121,Matthew Johnson,Other,1999-12-21,26,douglas05@avila.com,+1-382-460-8700x6044,2024-11-07,Online,Rejected,North,Student,IT,Director,"Webb, Hull and Gonzalez",>20L,7,Failed,Christopher Jones,High potential customer
CUST3122,Charles Williams,Male,1971-08-01,54,kevinreid@yahoo.com,001-211-345-4496x1920,2023-01-13,Branch Visit,Completed,Central,Self-Employed,Finance,Director,Salazar-Beck,10L-20L,32,Verified,Tom Allen,Employment proof under review
CUST3123,Robert Gray,Other,1979-07-15,46,burnsmatthew@garcia.biz,001-218-974-9309,2024-08-31,Mobile App,Pending,North,Employed,Education,Officer,Ellis-Jacobs,10L-20L,40,Failed,Christopher Ward,Employment proof under review
CUST3124,Caroline Dunn,Male,1985-05-05,40,reyesheather@hotmail.com,901-410-3293x931,2023-03-16,Agent Assisted,Rejected,South,Self-Employed,Manufacturing,Engineer,Everett-Williams,2L-5L,24,Verified,Jaime Villanueva,High potential customer
CUST3125,Cristian Hartman,Female,2005-10-08,20,matthew68@hotmail.com,(778)988-3403x1161,2022-04-03,Mobile App,Pending,East,Unemployed,Finance,Director,Diaz-Vaughan,2L-5L,27,Verified,Morgan Kane,Employment proof under review
CUST3126,Michelle Compton,Female,2002-05-21,23,michael80@gmail.com,+1-129-593-8471,2024-07-06,Agent Assisted,Pending,Central,Self-Employed,Education,Director,Little-King,5L-10L,34,Failed,Dr. Victor Bradshaw MD,High potential customer
CUST3127,Lisa Clarke,Male,1959-07-10,66,edwardstroy@cooper-baker.com,(657)554-6712x31060,2022-03-22,Branch Visit,Pending,Central,Unemployed,Government,Teacher,Stanley-Cook,>20L,4,Verified,Chad Ellis,KYC pending
CUST3128,Amy Benson,Other,1951-01-15,74,finleyanthony@gmail.com,345.029.3360x29206,2023-03-08,Branch Visit,Pending,West,Unemployed,Healthcare,Teacher,Powell-Brown,2L-5L,26,In Progress,Justin Mcdowell,KYC pending
CUST3129,Donna Brewer,Male,1983-03-08,42,thomas00@jenkins.com,001-933-754-5299x429,2024-03-10,Mobile App,Pending,Central,Retired,Finance,Manager,Fisher Group,<2L,30,Failed,Mary Mitchell,Documents verified
CUST3130,Mark Ramos,Female,1953-12-04,72,juanwatson@hotmail.com,001-826-464-0407x04553,2021-06-01,Mobile App,Pending,North,Student,Manufacturing,Officer,"Harper, Hoover and Meyers",2L-5L,19,In Progress,Julie Hoffman,Documents verified
CUST3131,Paul Mendoza,Female,2001-09-27,24,xboone@yahoo.com,(944)723-0115,2024-05-30,Agent Assisted,Pending,South,Self-Employed,Finance,Executive,Nichols-Anderson,>20L,30,In Progress,Lisa Ramirez,Employment proof under review
CUST3132,Christian Ford,Female,1970-07-23,55,grantsergio@yahoo.com,(860)771-1411x736,2025-09-18,Branch Visit,Completed,West,Employed,Healthcare,Officer,Clark-Forbes,5L-10L,11,Failed,Dr. Debbie Henson,Smooth onboarding
CUST3133,Stephanie Reeves,Male,2001-08-27,24,chloe83@brown.info,697-440-7685x782,2025-08-23,Online,Rejected,North,Employed,IT,Director,Compton-Norton,<2L,26,Verified,Katherine Stein,High potential customer
CUST3134,Jeffery Fitzpatrick,Other,1978-09-24,47,johnwebb@calhoun-allen.com,779-053-6239x5103,2023-04-20,Branch Visit,Completed,East,Retired,Government,Consultant,Johnston-Krueger,>20L,15,Failed,Rhonda Scott,Follow-up required
CUST3135,Jerry Jones,Other,1963-06-08,62,ssmith@yahoo.com,707-636-1746,2021-11-11,Online,Completed,North,Student,Finance,Director,Taylor and Sons,<2L,14,In Progress,Joanna Rivera,KYC pending
CUST3136,Anne Salazar,Female,1985-06-12,40,jake55@hernandez.com,981-492-8328x5011,2022-05-22,Online,Pending,South,Student,Government,Analyst,Hubbard-Smith,>20L,26,In Progress,Erik Lee,KYC pending
CUST3137,Cynthia Atkinson,Male,1982-03-11,43,fdavis@torres-pennington.com,725.981.3559x74805,2021-10-30,Branch Visit,Rejected,North,Retired,Finance,Analyst,Reyes-Holden,5L-10L,26,In Progress,Rebecca Meyers,Employment proof under review
CUST3138,Andrew Hayes,Other,1990-06-06,35,gmendez@rodriguez.info,+1-587-627-6786,2024-05-26,Mobile App,Completed,South,Self-Employed,IT,Teacher,Warren-Romero,10L-20L,3,Verified,Paul Wong,Follow-up required
CUST3139,Tiffany Johnson,Female,1968-03-26,57,brenda47@yahoo.com,001-201-815-2661x93928,2025-09-03,Mobile App,Rejected,West,Retired,Education,Executive,"Coleman, Garcia and Bryant",<2L,33,In Progress,Heather Collier,Follow-up required
CUST3140,Darius Jackson,Male,2001-07-31,24,tlopez@hotmail.com,(165)396-1423,2021-12-14,Agent Assisted,Rejected,East,Self-Employed,Manufacturing,Engineer,Lane PLC,>20L,39,Verified,Kayla Hernandez,Smooth onboarding
CUST3141,Curtis Guzman,Other,2002-09-21,23,michael31@wolf.com,942.447.3063x46870,2024-09-20,Agent Assisted,Rejected,North,Unemployed,Retail,Executive,Rodgers and Sons,10L-20L,17,Failed,Michelle Sampson,Follow-up required
CUST3142,Jonathan Guzman,Female,1994-07-13,31,juliatorres@gmail.com,347.597.2494,2020-11-17,Agent Assisted,Completed,Central,Unemployed,Retail,Officer,Braun-Perry,>20L,38,In Progress,William Sullivan,Employment proof under review
CUST3143,Brandon Petty,Other,2007-03-05,18,woodrobert@hotmail.com,754.728.1342,2021-04-14,Mobile App,Completed,Central,Employed,Education,Executive,Chen and Sons,10L-20L,11,Verified,Andrew Myers,High potential customer
CUST3144,Richard Smith,Male,1975-09-02,50,wilsonalison@gmail.com,602.789.1915x472,2024-06-03,Branch Visit,Pending,East,Student,Finance,Teacher,Smith Ltd,<2L,40,Failed,Ian Butler,KYC pending
CUST3145,Alex Jones,Female,1965-07-27,60,tracycooper@hotmail.com,403.875.8079x349,2025-01-13,Online,Rejected,East,Self-Employed,Finance,Teacher,Hunter LLC,10L-20L,8,Failed,Keith Mcmahon,Employment proof under review
CUST3146,Stephen Guzman,Other,1958-05-23,67,phelpsjason@anderson-gonzales.org,583-527-5162x863,2025-10-11,Branch Visit,Rejected,East,Student,Retail,Analyst,"Perez, Adams and Petersen",5L-10L,32,Verified,Andrew Torres,High potential customer
CUST3147,Michelle White,Female,1958-02-09,67,kemplori@yahoo.com,755-686-2263,2025-05-17,Mobile App,Completed,Central,Unemployed,Education,Manager,Wood Inc,10L-20L,32,Failed,Samuel Vaughan,KYC pending
CUST3148,Barbara Bowman,Female,1951-03-13,74,lawrence53@gmail.com,880.769.9207,2022-07-08,Agent Assisted,Rejected,North,Unemployed,Finance,Analyst,Thompson-Hill,2L-5L,18,In Progress,Patricia Hanson,Smooth onboarding
CUST3149,Joshua Jackson,Male,2005-08-25,20,joannwoods@hotmail.com,(900)295-4321x529,2024-06-21,Agent Assisted,Completed,North,Unemployed,Government,Executive,"Bolton, Williams and Thomas",>20L,24,Verified,Shannon Lawson,High potential customer
CUST3150,Michele Butler,Female,1958-05-02,67,itorres@fletcher.com,895-424-7599,2020-10-16,Branch Visit,Completed,North,Unemployed,Government,Executive,Jordan Ltd,10L-20L,23,Failed,Richard Gibson,Documents verified
CUST3151,Edward Hansen,Male,1968-06-12,57,russell60@jones.org,001-337-708-4343x00653,2025-03-25,Online,Pending,North,Self-Employed,Retail,Teacher,"Erickson, Jones and Rogers",5L-10L,29,In Progress,Tyler Stafford,Employment proof under review
CUST3152,Julie Diaz,Male,2000-03-31,25,cadams@bennett.com,832-517-9754,2022-05-14,Branch Visit,Completed,West,Student,Manufacturing,Executive,Sanders Group,10L-20L,23,Failed,Tammy Sims,High potential customer
CUST3153,Lisa Davenport,Male,1973-08-14,52,wgreen@hotmail.com,935-406-5278x698,2023-07-28,Agent Assisted,Pending,East,Retired,Education,Engineer,Rodriguez Group,10L-20L,17,Failed,David Warner,Documents verified
CUST3154,Timothy Brown,Male,2003-01-12,22,thomas33@hotmail.com,(027)996-6950,2021-08-07,Online,Completed,South,Retired,IT,Manager,French and Sons,2L-5L,7,Failed,Erin Warren,High potential customer
CUST3155,Robert Marsh,Other,1963-09-23,62,amanda47@yahoo.com,612.250.6088x2014,2024-12-21,Branch Visit,Pending,East,Employed,Education,Executive,Glass-Willis,5L-10L,31,In Progress,Linda Hawkins,KYC pending
CUST3156,Ryan Reeves,Female,1973-01-28,52,ariel90@smith.com,(511)193-9256x37955,2022-01-03,Branch Visit,Pending,South,Retired,Manufacturing,Analyst,Lawrence Inc,5L-10L,12,In Progress,Scott Woods,Employment proof under review
CUST3157,Dr. Tyler Miranda,Other,1956-06-23,69,tiffanywilliams@murphy.com,001-224-010-8385x885,2024-11-10,Branch Visit,Rejected,Central,Student,IT,Engineer,Crane Ltd,5L-10L,24,In Progress,Gary Schneider,Follow-up required
CUST3158,Sara Rivers,Male,1979-12-18,46,kyle13@ferguson.info,886-222-5219x552,2025-07-14,Agent Assisted,Rejected,West,Unemployed,IT,Manager,Holland-Williams,5L-10L,17,In Progress,Alejandra Fuller,KYC pending
CUST3159,Brandon Travis,Other,2005-01-05,20,latoyakelly@hotmail.com,049-278-3508,2022-05-31,Branch Visit,Pending,South,Unemployed,Healthcare,Analyst,Sloan and Sons,5L-10L,22,Failed,Thomas Moreno,Smooth onboarding
CUST3160,James Thomas,Other,1984-02-05,41,jonathan10@gmail.com,682-995-0628x93933,2023-08-05,Mobile App,Rejected,East,Unemployed,Finance,Consultant,"West, Smith and Beck",2L-5L,6,Failed,Ralph Scott,Employment proof under review
CUST3161,Jerry Hardy,Male,2001-07-13,24,scott18@yahoo.com,716.207.4265x093,2025-08-31,Mobile App,Pending,West,Student,Retail,Director,"Aguilar, Noble and Henry",5L-10L,25,Verified,Adrienne Webster,Smooth onboarding
CUST3162,Vanessa Gregory,Female,1974-04-08,51,thunt@hicks.com,526-098-3316,2025-03-07,Online,Rejected,North,Unemployed,Manufacturing,Teacher,Buchanan and Sons,10L-20L,23,Failed,Joseph Rivera,High potential customer
CUST3163,Peter Henderson,Other,1974-05-27,51,matthewsjonathan@hendricks.info,467-000-8947x0343,2023-12-12,Online,Completed,North,Retired,Finance,Manager,Davis Ltd,2L-5L,7,Verified,David Wright,Follow-up required
CUST3164,Dr. Charles Park,Male,1980-12-31,45,sandrahunt@williams.com,377.427.6686,2025-05-18,Mobile App,Completed,East,Employed,Healthcare,Analyst,"Jones, Butler and Juarez",2L-5L,8,In Progress,Mackenzie Dudley,Documents verified
CUST3165,Tara Smith,Male,1955-12-30,70,smithjennifer@yahoo.com,(428)968-4139,2025-06-28,Agent Assisted,Pending,South,Student,Manufacturing,Officer,Morris-Hull,<2L,11,In Progress,Mrs. Jacqueline Rasmussen,Smooth onboarding
CUST3166,Ashley Kramer,Other,1989-12-20,36,kenneth18@yahoo.com,(593)952-7256x7189,2022-01-01,Mobile App,Completed,East,Self-Employed,Education,Director,Benitez-James,<2L,17,Verified,Darryl Walls,Documents verified
CUST3167,Kevin Martin,Male,1995-10-07,30,beth93@spence.com,9723239783,2025-02-19,Mobile App,Pending,South,Unemployed,Healthcare,Officer,Fleming-Juarez,<2L,27,Failed,Michael Yang,High potential customer
CUST3168,Tina Levy,Female,1967-03-25,58,johnsonjared@yahoo.com,663-737-5537x06692,2021-09-10,Online,Completed,East,Employed,Finance,Analyst,Taylor-Christensen,2L-5L,25,In Progress,Jason Estrada,KYC pending
CUST3169,Julie Simmons,Male,1976-12-14,49,laneandrew@smith.biz,001-993-645-2849x907,2025-06-09,Agent Assisted,Rejected,North,Unemployed,Government,Director,"Turner, Davis and Moran",2L-5L,35,Failed,Debra Henderson,High potential customer
CUST3170,Cory Roach,Other,1957-09-18,68,boothshannon@rios.com,727.072.2297x59678,2022-08-02,Agent Assisted,Completed,West,Employed,Government,Officer,Robinson LLC,5L-10L,9,Verified,Mrs. Sabrina Reyes DDS,Employment proof under review
CUST3171,Troy Marsh,Other,1964-09-30,61,joelparker@thompson-snyder.com,791.648.3650x14026,2022-02-14,Mobile App,Rejected,South,Self-Employed,Education,Officer,Mcdaniel and Sons,2L-5L,39,Failed,Tracey Christensen,High potential customer
CUST3172,Julie Stephenson,Other,1972-12-21,53,taylor00@bryan.com,837.215.2963x5990,2024-08-22,Agent Assisted,Rejected,South,Unemployed,Education,Teacher,Sexton-Olson,>20L,12,Failed,Melissa Miranda,High potential customer
CUST3173,Jason West,Other,1991-10-10,34,ebonysmith@gmail.com,676-227-8410x0675,2023-04-27,Online,Rejected,Central,Self-Employed,Government,Analyst,Wilson Inc,>20L,17,In Progress,Nicole Schmitt,Smooth onboarding
CUST3174,Sarah Bell,Female,2003-04-11,22,john54@yahoo.com,580.220.7362x3907,2024-04-06,Mobile App,Completed,Central,Unemployed,IT,Director,Parsons-Lee,10L-20L,2,In Progress,Tanya Perry,Smooth onboarding
CUST3175,Bailey Burke,Other,1966-05-31,59,qfrye@hotmail.com,952-000-3652,2023-01-22,Branch Visit,Pending,Central,Self-Employed,IT,Teacher,Washington-Gordon,<2L,31,In Progress,Heidi Jordan,KYC pending
CUST3176,Charles Gay,Male,2002-01-08,23,xcain@campbell-sandoval.com,879.037.2115,2024-09-06,Branch Visit,Rejected,North,Unemployed,Finance,Officer,Austin Ltd,<2L,3,Verified,Christina Harvey,Documents verified
CUST3177,Jessica Mann,Male,1952-07-13,73,rodriguezamber@gmail.com,+1-668-999-7145x450,2024-08-19,Agent Assisted,Pending,South,Employed,IT,Analyst,"Gaines, Rivera and Hayes",<2L,8,Verified,Tammy Smith,Documents verified
CUST3178,Penny Humphrey,Female,1950-04-01,75,michaelperkins@knapp.com,109-574-7728x1516,2024-09-08,Online,Completed,East,Self-Employed,Retail,Director,Kerr-Kennedy,>20L,34,Verified,Edwin Jones,High potential customer
CUST3179,Katelyn Knight,Female,1970-06-13,55,woodscarolyn@yahoo.com,2426013851,2021-02-05,Mobile App,Rejected,North,Employed,Retail,Manager,Scott-Chavez,2L-5L,20,In Progress,Andrea Swanson,Smooth onboarding
CUST3180,Maureen Sutton,Other,1995-09-13,30,troy75@stewart.com,147.782.9627x49827,2023-07-05,Branch Visit,Rejected,West,Employed,Education,Analyst,Brown PLC,2L-5L,35,In Progress,Eric Scott,Smooth onboarding
CUST3181,Mr. Gary Arias,Other,1964-03-27,61,stacy98@harris-jones.biz,+1-666-904-4354,2024-05-14,Branch Visit,Pending,West,Employed,Retail,Engineer,Hebert Ltd,5L-10L,11,Failed,Jerry Jordan,Follow-up required
CUST3182,Elizabeth Ayala,Other,1971-09-20,54,johnalvarez@hotmail.com,593-008-0468x04431,2024-01-12,Agent Assisted,Completed,East,Self-Employed,IT,Manager,Green-Coleman,<2L,31,Failed,Heather Alexander,High potential customer
CUST3183,Robert Jennings,Other,1988-12-04,37,michaelvalenzuela@gmail.com,(745)221-2474x478,2024-09-03,Mobile App,Rejected,East,Self-Employed,Education,Analyst,Pineda-Gibbs,10L-20L,39,In Progress,Holly Rubio,Documents verified
CUST3184,Charles Jones,Male,1966-09-02,59,mariahwelch@robbins-holmes.com,248-390-3931x7688,2022-01-06,Agent Assisted,Pending,East,Unemployed,Education,Officer,Ferguson Group,5L-10L,16,Failed,Christopher Saunders,KYC pending
CUST3185,Christine Russell,Female,1970-10-25,55,sabrinamedina@hotmail.com,(204)280-7904x5948,2024-01-09,Agent Assisted,Rejected,West,Self-Employed,Healthcare,Analyst,Smith-Garcia,<2L,29,Verified,Gregory Smith,Smooth onboarding
CUST3186,Marcus Mcguire,Male,2005-09-18,20,barrettomar@gmail.com,475.457.1479x296,2021-09-21,Online,Completed,Central,Retired,Government,Analyst,Rodriguez-Richardson,<2L,39,In Progress,Anna Lee,Documents verified
CUST3187,Tim Lewis,Other,1977-07-15,48,audreykrause@hotmail.com,(620)786-0984x283,2020-12-26,Mobile App,Pending,North,Unemployed,IT,Executive,"Jones, Meadows and Shepherd",10L-20L,37,Verified,Keith Jordan,Employment proof under review
CUST3188,Daniel Johnson,Male,1960-06-14,65,hugheswendy@williams-rush.info,(541)216-1450,2025-03-03,Branch Visit,Completed,Central,Retired,Government,Executive,Mccullough-Beck,5L-10L,6,Verified,James Bowman,Smooth onboarding
CUST3189,Manuel Hawkins,Female,1975-05-13,50,ndouglas@hotmail.com,+1-201-547-7379x987,2024-06-18,Agent Assisted,Rejected,East,Retired,Manufacturing,Engineer,"Malone, Perkins and White",10L-20L,3,Verified,Jonathan Harrington,Documents verified
CUST3190,Kimberly Thomas,Female,1980-09-24,45,amandacoleman@strickland-sanchez.org,(436)918-6802x4845,2023-01-26,Online,Rejected,North,Employed,Government,Analyst,Williams-Gay,>20L,13,Failed,Kevin Williams,Follow-up required
CUST3191,Jonathan Young,Other,1965-07-06,60,williamsamber@spencer-brown.info,(121)660-4100,2022-10-05,Mobile App,Completed,East,Student,Finance,Consultant,Rios PLC,<2L,26,In Progress,James George,High potential customer
CUST3192,Stephanie Martinez,Male,1961-09-22,64,mason11@wise.info,582.906.9044x43355,2021-09-13,Mobile App,Rejected,Central,Student,Education,Director,Wallace and Sons,10L-20L,5,In Progress,Ariel Oliver,Employment proof under review
CUST3193,Tara Stewart,Male,1976-02-06,49,russelltheresa@gmail.com,001-328-305-2847,2023-06-08,Online,Rejected,West,Self-Employed,Manufacturing,Engineer,Gregory Group,<2L,3,Verified,Molly Strickland,High potential customer
CUST3194,William Boyd Jr.,Male,1996-01-14,29,coffeydana@parker-wright.com,916.330.3640x67286,2023-10-27,Online,Completed,North,Student,IT,Officer,"Scott, Cervantes and Bailey",>20L,18,In Progress,Tyler Hanna,Employment proof under review
CUST3195,Cindy Torres,Other,1955-08-28,70,rossjohn@gmail.com,+1-305-582-1940x124,2024-02-29,Agent Assisted,Pending,Central,Employed,Finance,Teacher,Wells-Johnson,5L-10L,12,Verified,Jennifer Hartman,Smooth onboarding
CUST3196,Toni Graham,Other,1950-08-22,75,cooperstephanie@wagner.biz,+1-482-045-2342x473,2024-05-24,Agent Assisted,Pending,North,Student,Manufacturing,Executive,Ramirez-Cortez,<2L,35,Failed,Amy Guzman,Follow-up required
CUST3197,Brian Rich,Male,1968-06-30,57,charleserickson@williams.com,216.764.7514x47204,2025-05-29,Agent Assisted,Pending,Central,Unemployed,Finance,Officer,"Martin, Jenkins and Anderson",10L-20L,26,Failed,Julie Carroll,Follow-up required
CUST3198,Christopher Moore,Male,1974-02-10,51,johnny06@hotmail.com,810.763.3802x4661,2025-04-28,Mobile App,Completed,North,Student,Manufacturing,Consultant,Villegas Group,>20L,16,Verified,Mr. Robert Flowers,Smooth onboarding
CUST3199,Joseph Lopez,Other,1990-02-19,35,mary86@yahoo.com,+1-742-633-1562x305,2021-11-07,Agent Assisted,Completed,South,Employed,Education,Consultant,Wagner-Hayden,5L-10L,6,Failed,Christopher Cook,Documents verified
CUST3200,Michelle Wilson,Male,1968-11-28,57,heatherjarvis@hotmail.com,850-344-4561,2025-05-24,Branch Visit,Rejected,North,Student,Finance,Analyst,Barnes LLC,5L-10L,1,In Progress,Justin Durham,Follow-up required
CUST3201,William Smith,Female,1990-09-01,35,rachelfloyd@delacruz-jones.com,3203588143,2021-10-23,Online,Completed,South,Student,IT,Manager,"Snyder, Cole and Johnston",2L-5L,5,Verified,Deborah Williams,Follow-up required
CUST3202,Kenneth Castaneda,Male,1954-11-09,71,christopher44@rivers.com,+1-385-853-7769x2242,2021-04-27,Branch Visit,Completed,East,Unemployed,Finance,Director,Johnson Ltd,10L-20L,9,In Progress,Dr. Nathan Jones,KYC pending
CUST3203,Mrs. Jennifer Case,Female,1970-07-24,55,john37@gmail.com,+1-712-209-5562x216,2022-03-25,Agent Assisted,Rejected,West,Unemployed,Manufacturing,Manager,Garcia-Acosta,<2L,23,In Progress,Jillian Klein,Documents verified
CUST3204,Kimberly Garcia,Male,1979-04-14,46,gregorykelly@yahoo.com,+1-598-145-2757x5887,2023-07-17,Branch Visit,Completed,West,Unemployed,Education,Teacher,Figueroa-Sherman,2L-5L,19,Failed,Jonathan Thomas,KYC pending
CUST3205,Daniel Green,Male,1974-04-29,51,mburnett@mcknight.biz,405.581.3733x93797,2022-03-29,Branch Visit,Rejected,West,Self-Employed,Manufacturing,Manager,Smith PLC,>20L,24,Failed,Cynthia Gay,High potential customer
CUST3206,Jose Andersen,Female,1998-06-15,27,nancy88@rodriguez.com,076.503.3371x558,2025-06-03,Mobile App,Rejected,North,Unemployed,Finance,Officer,"Thomas, Chaney and Moon",5L-10L,2,In Progress,John Rodriguez,Documents verified
CUST3207,Heather Escobar,Other,2003-05-31,22,marshallchelsea@hotmail.com,742.219.8896x72537,2022-12-08,Agent Assisted,Rejected,South,Employed,Education,Manager,Williams-Miller,2L-5L,16,In Progress,Regina Park,Smooth onboarding
CUST3208,Kirsten Wilson,Other,1979-06-26,46,jasonshannon@mitchell-jordan.com,114.756.5387x103,2024-06-04,Branch Visit,Completed,North,Unemployed,Healthcare,Consultant,Long-Hill,<2L,16,Failed,Justin Raymond,Documents verified
CUST3209,Ronald Smith,Male,2003-05-25,22,sawyertimothy@gmail.com,(428)378-9183x2029,2025-03-05,Mobile App,Pending,Central,Student,Retail,Manager,Tran-Carpenter,<2L,40,In Progress,Antonio Johnson,High potential customer
CUST3210,William Garcia,Other,1959-09-11,66,michaellong@smith.com,5239748013,2021-12-27,Branch Visit,Pending,South,Unemployed,Finance,Consultant,"Dunlap, Bentley and Rivera",<2L,39,In Progress,Andrea Bishop,KYC pending
CUST3211,Tracy Murphy,Female,1959-02-17,66,chelseamahoney@gmail.com,562.599.7058,2023-08-15,Mobile App,Rejected,West,Unemployed,Retail,Director,"Dodson, Daniel and Higgins",>20L,18,In Progress,Judy Blake,Follow-up required
CUST3212,Leonard Stark,Other,1976-04-25,49,abigail88@yahoo.com,+1-094-224-5021x1220,2024-06-26,Branch Visit,Rejected,South,Employed,Healthcare,Manager,Jennings Ltd,10L-20L,24,Failed,Jeremy Wheeler,Documents verified
CUST3213,Zachary Turner,Female,2007-01-28,18,umiller@carter.com,585.788.6858x185,2025-07-10,Branch Visit,Rejected,East,Self-Employed,Government,Teacher,Ward-Wilson,>20L,26,Failed,Jennifer Clark,Follow-up required
CUST3214,Adam Fernandez,Other,1971-11-07,54,elizabethlong@yahoo.com,4482313976,2021-11-08,Mobile App,Completed,East,Unemployed,IT,Consultant,Hernandez-Clarke,5L-10L,29,In Progress,Melissa Russell,Employment proof under review
CUST3215,Victoria Fowler,Male,1980-03-31,45,rrobinson@brown.info,832-593-4998x10692,2021-08-26,Agent Assisted,Completed,Central,Retired,Manufacturing,Consultant,Cruz Inc,<2L,15,In Progress,Ernest Hodges,Smooth onboarding
CUST3216,Ms. Amanda Brock,Female,1988-07-01,37,daltoncowan@gmail.com,(469)715-3946,2025-08-18,Agent Assisted,Pending,South,Employed,Finance,Director,Smith Inc,<2L,4,Verified,Audrey Estrada,Employment proof under review
CUST3217,Steven Charles,Female,1960-03-07,65,gouldbilly@yahoo.com,(226)277-0040x152,2020-10-18,Online,Completed,North,Student,Healthcare,Executive,Roman-Diaz,>20L,16,Verified,April Wells,Employment proof under review
CUST3218,Jessica Powell,Other,1995-07-13,30,veronica75@pacheco.com,+1-990-141-9144x65766,2020-11-05,Mobile App,Pending,West,Unemployed,Retail,Officer,"Robinson, Daugherty and Brown",>20L,5,In Progress,Katrina Brown,KYC pending
CUST3219,Deborah Johnson,Female,1959-12-24,66,rachelcarrillo@yahoo.com,901-700-7288x88221,2022-02-09,Mobile App,Pending,East,Unemployed,IT,Consultant,Cochran and Sons,2L-5L,17,Failed,Kathryn Wolfe,Smooth onboarding
CUST3220,Courtney Smith,Male,1999-01-04,26,cameron69@miles.net,+1-632-611-8274x47589,2020-11-27,Online,Rejected,East,Unemployed,Manufacturing,Teacher,Adams Group,<2L,35,Verified,Jennifer Walters PhD,Documents verified
CUST3221,Erin Green,Other,1984-03-11,41,johnford@jones.com,231-786-7216x36812,2022-05-02,Online,Pending,East,Student,Manufacturing,Analyst,"Mcintyre, Howell and Kelly",10L-20L,0,Verified,Jennifer Hancock,KYC pending
CUST3222,Steven Cooper,Male,2006-03-04,19,melissathompson@hotmail.com,584.647.6487x7786,2021-07-31,Branch Visit,Completed,West,Self-Employed,Government,Consultant,Fitzpatrick-Parker,2L-5L,2,Failed,Kyle Luna,Employment proof under review
CUST3223,Tristan Taylor,Male,1951-05-13,74,megan51@graham.net,8836999070,2024-10-21,Mobile App,Completed,Central,Retired,Education,Engineer,Fisher-Carpenter,<2L,23,Failed,Anna Simmons,Follow-up required
CUST3224,Stephanie Gonzalez,Male,1977-04-11,48,zperry@castro-cobb.info,1912223206,2025-03-01,Online,Pending,South,Student,Finance,Executive,Archer-Walker,2L-5L,33,In Progress,Kimberly Perry,Documents verified
CUST3225,Brian Parks,Male,1954-04-05,71,ffrancis@hotmail.com,(933)632-8325,2024-09-05,Agent Assisted,Completed,West,Unemployed,IT,Teacher,Castro LLC,>20L,30,Failed,Brian Calderon,Documents verified
CUST3226,Dwayne Clark,Other,1975-03-08,50,elizabethstone@hotmail.com,934-805-3613,2021-11-25,Branch Visit,Completed,South,Self-Employed,Education,Engineer,Smith-Barber,>20L,28,Verified,Nicholas Bradford,Follow-up required
CUST3227,Nicolas Copeland,Female,1985-05-05,40,cevans@burns.com,(856)496-2218x067,2021-01-02,Mobile App,Rejected,North,Self-Employed,Finance,Officer,Livingston LLC,<2L,9,Failed,Chris Simpson,KYC pending
CUST3228,Paul Ware,Male,1966-08-08,59,oflores@haynes.biz,981.957.2010x90278,2023-08-15,Agent Assisted,Rejected,North,Student,Government,Consultant,Goodman Ltd,<2L,7,Failed,Sarah Walter,High potential customer
CUST3229,Joseph Johnson,Other,1956-09-21,69,derrick72@chaney.com,(035)659-3478x042,2024-05-21,Agent Assisted,Pending,East,Retired,Education,Officer,Baker LLC,>20L,26,Verified,Michael Reid,Employment proof under review
CUST3230,Angela Wood,Male,1990-04-20,35,wheelerzachary@gmail.com,(177)403-1849x906,2021-07-25,Branch Visit,Completed,Central,Employed,IT,Engineer,Morris LLC,5L-10L,9,Verified,William Guzman,KYC pending
