Employee_ID,Employee_Name,Department,Job_Role,Grievance_Type,Grievance_Date,Grievance_Status,Feedback_Type,HR_Action_Taken,Resolution_Date,Notes,Data_Segment,Value_Domain,Data_Domain,Data_Value
EMP0173,Employee_173,Finance,Assistant,Harassment,2025-10-08,Open,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0174,Employee_174,Operations,Assistant,Policy Violation,2025-06-27,Open,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0175,Employee_175,Marketing,Engineer,Harassment,2025-09-15,Escalated,Neutral,Training,2025-10-02 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0176,Employee_176,IT,Engineer,Other,2025-02-14,In Progress,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0177,Employee_177,Marketing,Assistant,Compensation Dispute,2025-03-02,Open,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0178,Employee_178,HR,Consultant,Other,2025-03-18,Resolved,Neutral,Mediation,2025-04-08 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0179,Employee_179,Operations,Manager,Other,2024-11-10,Escalated,Negative,Warning,2024-12-07 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0180,Employee_180,HR,Engineer,Workplace Conflict,2025-08-17,Escalated,Negative,None,2025-09-04 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0181,Employee_181,Operations,Consultant,Harassment,2025-08-11,Escalated,Positive,Warning,2025-08-29 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0182,Employee_182,Finance,Consultant,Harassment,2025-09-01,Resolved,Neutral,Counseling,2025-09-25 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0183,Employee_183,Sales,Manager,Other,2025-07-10,In Progress,Neutral,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0184,Employee_184,Operations,Analyst,Compensation Dispute,2025-09-19,Escalated,Neutral,Mediation,2025-10-18 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0185,Employee_185,Operations,Engineer,Policy Violation,2024-12-04,In Progress,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0186,Employee_186,Marketing,Engineer,Workplace Conflict,2024-11-19,Resolved,Neutral,Mediation,2024-12-17 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0187,Employee_187,Marketing,Analyst,Harassment,2025-07-10,Resolved,Negative,None,2025-07-25 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0188,Employee_188,Finance,Manager,Workplace Conflict,2025-08-27,Escalated,Negative,Mediation,2025-09-15 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0189,Employee_189,Sales,Executive,Harassment,2025-09-13,Escalated,Negative,Warning,2025-10-13 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0190,Employee_190,Operations,Analyst,Workplace Conflict,2025-03-30,Open,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0191,Employee_191,IT,Manager,Harassment,2025-06-02,Resolved,Negative,Mediation,2025-06-11 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0192,Employee_192,Finance,Assistant,Harassment,2025-02-17,Open,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0193,Employee_193,Sales,Assistant,Policy Violation,2025-03-02,Resolved,Positive,Mediation,2025-03-15 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0194,Employee_194,Sales,Consultant,Workplace Conflict,2024-12-11,In Progress,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0195,Employee_195,IT,Executive,Harassment,2025-07-10,Resolved,Negative,Training,2025-08-09 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0196,Employee_196,Operations,Assistant,Policy Violation,2025-07-20,Resolved,Negative,Counseling,2025-08-15 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0197,Employee_197,IT,Consultant,Other,2025-08-12,In Progress,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0198,Employee_198,Sales,Manager,Workplace Conflict,2025-03-07,In Progress,Positive,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0199,Employee_199,Sales,Assistant,Compensation Dispute,2025-08-20,Resolved,Neutral,Mediation,2025-09-11 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0200,Employee_200,Marketing,Analyst,Other,2024-10-30,Open,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0201,Employee_201,Sales,Consultant,Harassment,2025-08-04,Resolved,Positive,Mediation,2025-09-03 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0202,Employee_202,Sales,Assistant,Other,2025-08-29,Resolved,Neutral,Counseling,2025-09-14 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0203,Employee_203,Marketing,Assistant,Policy Violation,2025-07-04,In Progress,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0204,Employee_204,HR,Consultant,Harassment,2025-01-13,Resolved,Positive,Warning,2025-01-14 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0205,Employee_205,Marketing,Analyst,Workplace Conflict,2025-01-05,Open,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0206,Employee_206,Sales,Manager,Other,2024-12-23,In Progress,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0207,Employee_207,Marketing,Analyst,Workplace Conflict,2025-09-13,In Progress,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0208,Employee_208,IT,Manager,Other,2025-10-11,Resolved,Positive,Training,2025-10-13 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0209,Employee_209,Finance,Engineer,Other,2024-12-01,Open,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0210,Employee_210,Finance,Engineer,Workplace Conflict,2025-03-27,In Progress,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0211,Employee_211,Sales,Executive,Harassment,2025-03-30,Escalated,Negative,Warning,2025-04-16 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0212,Employee_212,IT,Consultant,Policy Violation,2024-12-10,Open,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0213,Employee_213,Sales,Assistant,Workplace Conflict,2025-09-14,Open,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0214,Employee_214,Finance,Assistant,Policy Violation,2024-11-05,In Progress,Neutral,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0215,Employee_215,Finance,Analyst,Workplace Conflict,2025-07-25,Escalated,Neutral,None,2025-07-30 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0216,Employee_216,IT,Analyst,Compensation Dispute,2025-04-30,Open,Positive,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0217,Employee_217,Finance,Consultant,Policy Violation,2025-05-06,Resolved,Neutral,Mediation,2025-06-01 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0218,Employee_218,Finance,Engineer,Compensation Dispute,2024-12-13,Escalated,Neutral,Mediation,2024-12-14 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0219,Employee_219,HR,Manager,Workplace Conflict,2025-05-15,In Progress,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0220,Employee_220,Finance,Executive,Policy Violation,2025-05-14,Open,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0221,Employee_221,HR,Assistant,Policy Violation,2024-11-25,Open,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0222,Employee_222,Finance,Consultant,Policy Violation,2025-04-17,Open,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0223,Employee_223,Sales,Manager,Harassment,2024-12-25,Open,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0224,Employee_224,HR,Consultant,Harassment,2024-11-06,Escalated,Neutral,Training,2024-11-22 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0225,Employee_225,IT,Consultant,Other,2025-01-01,Escalated,Negative,Warning,2025-01-06 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0226,Employee_226,IT,Executive,Workplace Conflict,2025-06-11,Open,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0227,Employee_227,IT,Consultant,Policy Violation,2025-05-08,In Progress,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0228,Employee_228,Operations,Executive,Policy Violation,2025-05-30,Resolved,Neutral,Counseling,2025-06-29 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0229,Employee_229,HR,Engineer,Policy Violation,2024-11-27,In Progress,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0230,Employee_230,IT,Consultant,Harassment,2025-01-31,Open,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0231,Employee_231,HR,Consultant,Workplace Conflict,2025-02-15,Open,Neutral,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0232,Employee_232,Sales,Engineer,Harassment,2025-03-27,Resolved,Neutral,Counseling,2025-04-12 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0233,Employee_233,HR,Analyst,Workplace Conflict,2025-07-19,Resolved,Positive,Training,2025-08-16 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0234,Employee_234,Finance,Analyst,Workplace Conflict,2025-04-07,Open,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0235,Employee_235,IT,Assistant,Other,2025-02-04,Open,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0236,Employee_236,Operations,Manager,Harassment,2025-09-07,In Progress,Neutral,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0237,Employee_237,Marketing,Engineer,Workplace Conflict,2024-12-03,Open,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0238,Employee_238,IT,Consultant,Policy Violation,2025-03-27,Escalated,Negative,None,2025-04-23 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0239,Employee_239,Sales,Analyst,Workplace Conflict,2025-06-21,Resolved,Positive,Counseling,2025-07-21 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0240,Employee_240,Finance,Engineer,Compensation Dispute,2024-11-15,Open,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0241,Employee_241,Sales,Consultant,Workplace Conflict,2025-04-11,Open,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0242,Employee_242,IT,Consultant,Workplace Conflict,2024-12-28,In Progress,Positive,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0243,Employee_243,Marketing,Analyst,Other,2025-05-19,Open,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0244,Employee_244,Marketing,Assistant,Workplace Conflict,2024-11-01,Open,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0245,Employee_245,Finance,Consultant,Compensation Dispute,2025-07-11,Open,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0246,Employee_246,Sales,Engineer,Compensation Dispute,2024-11-28,Resolved,Neutral,Mediation,2024-12-23 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0247,Employee_247,Sales,Assistant,Compensation Dispute,2025-09-10,Escalated,Neutral,Training,2025-10-04 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0248,Employee_248,Marketing,Consultant,Harassment,2025-01-28,In Progress,Neutral,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0249,Employee_249,HR,Manager,Workplace Conflict,2024-12-05,In Progress,Negative,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0250,Employee_250,Operations,Engineer,Compensation Dispute,2025-08-29,In Progress,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0251,Employee_251,HR,Manager,Other,2024-12-12,Escalated,Neutral,Mediation,2024-12-18 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0252,Employee_252,HR,Analyst,Other,2024-11-04,Open,Negative,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0253,Employee_253,Finance,Engineer,Compensation Dispute,2025-04-03,Resolved,Neutral,Mediation,2025-04-08 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0254,Employee_254,Operations,Consultant,Harassment,2025-04-19,Resolved,Neutral,None,2025-05-18 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0255,Employee_255,Finance,Assistant,Compensation Dispute,2025-02-23,In Progress,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0256,Employee_256,HR,Manager,Compensation Dispute,2025-03-24,Open,Neutral,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0257,Employee_257,Marketing,Executive,Policy Violation,2025-02-16,Escalated,Negative,Training,2025-03-10 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0258,Employee_258,IT,Assistant,Workplace Conflict,2025-01-21,In Progress,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0259,Employee_259,Operations,Consultant,Compensation Dispute,2025-01-12,Resolved,Positive,Warning,2025-02-02 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0260,Employee_260,Operations,Executive,Policy Violation,2025-09-22,Open,Positive,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0261,Employee_261,HR,Assistant,Compensation Dispute,2025-10-06,Escalated,Neutral,Training,2025-10-29 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0262,Employee_262,Operations,Executive,Other,2024-10-24,Resolved,Neutral,Mediation,2024-10-29 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0263,Employee_263,Operations,Executive,Harassment,2025-01-05,In Progress,Neutral,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0264,Employee_264,Marketing,Consultant,Policy Violation,2025-01-27,Resolved,Positive,Mediation,2025-02-01 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0265,Employee_265,HR,Engineer,Compensation Dispute,2025-02-19,Escalated,Neutral,Warning,2025-02-23 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0266,Employee_266,Finance,Assistant,Workplace Conflict,2024-11-15,In Progress,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0267,Employee_267,Marketing,Manager,Other,2025-07-28,In Progress,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0268,Employee_268,Marketing,Consultant,Policy Violation,2025-04-20,In Progress,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0269,Employee_269,IT,Analyst,Harassment,2025-03-02,In Progress,Negative,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0270,Employee_270,IT,Engineer,Compensation Dispute,2025-07-16,In Progress,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0271,Employee_271,IT,Manager,Other,2025-10-05,Open,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0272,Employee_272,Finance,Manager,Workplace Conflict,2024-10-20,In Progress,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0273,Employee_273,Finance,Executive,Policy Violation,2025-05-02,Resolved,Neutral,Warning,2025-05-11 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0274,Employee_274,Operations,Assistant,Compensation Dispute,2025-08-03,In Progress,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0275,Employee_275,Finance,Consultant,Workplace Conflict,2025-04-24,Resolved,Negative,Training,2025-05-03 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0276,Employee_276,Marketing,Analyst,Policy Violation,2025-04-07,Escalated,Neutral,None,2025-05-04 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0277,Employee_277,Finance,Consultant,Other,2024-12-30,Resolved,Neutral,Training,2025-01-24 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0278,Employee_278,HR,Consultant,Policy Violation,2025-07-23,Escalated,Negative,Training,2025-08-13 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0279,Employee_279,Operations,Consultant,Other,2025-05-01,Escalated,Positive,Counseling,2025-05-23 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0280,Employee_280,HR,Assistant,Compensation Dispute,2025-08-08,Open,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0281,Employee_281,Finance,Analyst,Compensation Dispute,2025-06-04,Open,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0282,Employee_282,Finance,Consultant,Policy Violation,2025-10-13,Open,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0283,Employee_283,Finance,Executive,Workplace Conflict,2024-11-10,Escalated,Negative,Warning,2024-11-24 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0284,Employee_284,HR,Assistant,Harassment,2024-12-18,Resolved,Positive,Counseling,2024-12-20 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0285,Employee_285,IT,Manager,Other,2024-10-29,Resolved,Neutral,Training,2024-11-12 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0286,Employee_286,IT,Executive,Harassment,2025-05-10,In Progress,Negative,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0287,Employee_287,Sales,Analyst,Other,2025-04-26,Resolved,Positive,Counseling,2025-05-18 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0288,Employee_288,Marketing,Manager,Workplace Conflict,2025-01-11,In Progress,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0289,Employee_289,Sales,Executive,Workplace Conflict,2025-04-25,Resolved,Neutral,None,2025-05-05 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0290,Employee_290,Operations,Executive,Compensation Dispute,2025-03-04,Escalated,Neutral,Warning,2025-03-27 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0291,Employee_291,Finance,Executive,Harassment,2025-03-25,Escalated,Neutral,Warning,2025-03-27 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0292,Employee_292,Finance,Engineer,Workplace Conflict,2025-01-07,Escalated,Negative,Training,2025-01-22 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0293,Employee_293,Marketing,Manager,Harassment,2025-07-16,Resolved,Positive,Mediation,2025-07-19 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0294,Employee_294,Finance,Manager,Workplace Conflict,2025-06-11,Resolved,Positive,Training,2025-07-03 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0295,Employee_295,Sales,Manager,Compensation Dispute,2025-06-27,In Progress,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0296,Employee_296,Operations,Assistant,Harassment,2025-03-05,Resolved,Positive,Training,2025-03-25 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0297,Employee_297,Marketing,Consultant,Workplace Conflict,2024-12-15,Escalated,Positive,Mediation,2025-01-11 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0298,Employee_298,Sales,Analyst,Policy Violation,2025-03-27,Escalated,Neutral,None,2025-03-31 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0299,Employee_299,Sales,Engineer,Other,2025-08-24,Open,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0300,Employee_300,Finance,Executive,Workplace Conflict,2024-11-27,Escalated,Negative,Warning,2024-12-20 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0301,Employee_301,Operations,Consultant,Workplace Conflict,2025-04-14,Open,Neutral,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0302,Employee_302,Sales,Consultant,Other,2025-08-04,In Progress,Neutral,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0303,Employee_303,HR,Manager,Policy Violation,2025-02-10,Resolved,Positive,None,2025-02-25 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0304,Employee_304,Finance,Consultant,Compensation Dispute,2025-07-14,Open,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0305,Employee_305,Operations,Manager,Other,2025-07-17,Escalated,Negative,Mediation,2025-08-12 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0306,Employee_306,Marketing,Manager,Other,2025-02-16,Resolved,Negative,Warning,2025-03-13 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0307,Employee_307,Operations,Manager,Policy Violation,2025-09-02,In Progress,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0308,Employee_308,HR,Engineer,Harassment,2024-12-20,Escalated,Positive,Mediation,2025-01-08 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0309,Employee_309,Operations,Manager,Compensation Dispute,2025-06-04,Escalated,Positive,Training,2025-06-23 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0310,Employee_310,Operations,Consultant,Other,2025-07-12,Escalated,Negative,Counseling,2025-07-23 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0311,Employee_311,IT,Analyst,Policy Violation,2024-10-30,In Progress,Positive,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0312,Employee_312,Operations,Assistant,Policy Violation,2024-12-08,In Progress,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0313,Employee_313,Operations,Analyst,Other,2025-03-06,In Progress,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0314,Employee_314,Operations,Consultant,Policy Violation,2025-03-16,Open,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0315,Employee_315,Finance,Analyst,Harassment,2025-01-03,Escalated,Negative,Warning,2025-01-12 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0316,Employee_316,Sales,Executive,Harassment,2025-04-12,Resolved,Positive,Mediation,2025-04-24 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0317,Employee_317,IT,Engineer,Harassment,2025-09-28,Open,Neutral,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0318,Employee_318,IT,Engineer,Other,2024-10-22,In Progress,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0319,Employee_319,IT,Consultant,Other,2024-12-18,Open,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0320,Employee_320,Operations,Engineer,Other,2025-05-25,Open,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0321,Employee_321,Sales,Manager,Other,2025-04-06,In Progress,Positive,Training,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0322,Employee_322,HR,Manager,Workplace Conflict,2025-05-04,Resolved,Neutral,Counseling,2025-06-01 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0323,Employee_323,Marketing,Consultant,Policy Violation,2025-06-10,Resolved,Negative,Warning,2025-06-17 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0324,Employee_324,Operations,Executive,Policy Violation,2025-06-16,Resolved,Negative,Counseling,2025-07-01 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0325,Employee_325,Operations,Assistant,Harassment,2025-04-28,In Progress,Positive,Mediation,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0326,Employee_326,Operations,Executive,Other,2025-07-13,In Progress,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0327,Employee_327,Marketing,Manager,Other,2025-02-27,In Progress,Negative,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0328,Employee_328,Finance,Assistant,Policy Violation,2025-08-26,In Progress,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0329,Employee_329,Operations,Engineer,Workplace Conflict,2025-02-25,Escalated,Neutral,Training,2025-03-14 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0330,Employee_330,Finance,Assistant,Compensation Dispute,2025-06-27,Resolved,Neutral,Mediation,2025-06-30 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0331,Employee_331,Finance,Consultant,Other,2025-10-01,Escalated,Neutral,Counseling,2025-10-08 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0332,Employee_332,IT,Consultant,Policy Violation,2025-05-30,Escalated,Neutral,Warning,2025-06-22 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0333,Employee_333,Operations,Consultant,Workplace Conflict,2025-06-22,Escalated,Negative,Counseling,2025-06-29 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0334,Employee_334,Finance,Manager,Other,2025-10-03,In Progress,Positive,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0335,Employee_335,Operations,Consultant,Harassment,2025-04-28,In Progress,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0336,Employee_336,Sales,Manager,Policy Violation,2024-10-23,Open,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0337,Employee_337,IT,Assistant,Policy Violation,2025-03-10,In Progress,Negative,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0338,Employee_338,Marketing,Manager,Workplace Conflict,2025-01-31,In Progress,Positive,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0339,Employee_339,Operations,Analyst,Other,2025-03-07,In Progress,Neutral,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0340,Employee_340,Marketing,Consultant,Workplace Conflict,2025-07-06,In Progress,Neutral,Warning,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0341,Employee_341,Finance,Executive,Other,2025-09-13,Escalated,Neutral,Warning,2025-10-06 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0342,Employee_342,HR,Consultant,Compensation Dispute,2024-10-23,In Progress,Negative,None,,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0343,Employee_343,Marketing,Consultant,Workplace Conflict,2024-12-25,Escalated,Negative,Warning,2024-12-27 00:00:00,,Workforce,Employee Relations,Employee Administration,Employee Relations
EMP0344,Employee_344,Marketing,Analyst,Harassment,2025-07-30,Open,Positive,Counseling,,,Workforce,Employee Relations,Employee Administration,Employee Relations
