feedback_id,customer_id,customer_name,product_category,product_name,feedback_channel,feedback_date,feedback_type,feedback_score,comments,agent_id,response_time_hrs,region,value_domain,data_segment,data_domain
FDB100139,CUST16785,Hayley Ferguson,Appliances,APP-567,Mobile App,2025-02-14,Positive,2,Something other win behavior still safe discussion I interview protect only during go.,AGT405,8.12,North,Process,Customer Servicing,Product Feedback
FDB100140,CUST14762,Debra Mcclain,Electronics,ELE-823,Web Portal,2025-05-24,Neutral,4,Ask court eat expert others of who Republican character.,AGT623,34.28,South,Process,Customer Servicing,Product Feedback
FDB100141,CUST14514,Heather Contreras,Automobile,AUT-782,Web Portal,2025-03-01,Suggestion,7,Throughout morning someone already involve television perhaps prepare authority.,AGT228,41.14,North,Process,Customer Servicing,Product Feedback
FDB100142,CUST19104,Laurie Fleming,Automobile,AUT-365,Social Media,2024-11-10,Positive,10,Bad notice take list open trial decade treatment control director good production language power nothing small until more energy.,AGT748,30.93,Central,Process,Customer Servicing,Product Feedback
FDB100143,CUST12702,Allen Murphy,Healthcare,HEA-497,Web Portal,2025-02-04,Suggestion,2,Realize keep since sometimes why by court agree.,AGT203,14.84,Central,Process,Customer Servicing,Product Feedback
FDB100144,CUST11196,Mike Cruz,Healthcare,HEA-956,Web Portal,2025-03-05,Negative,1,Almost administration activity charge too believe cell result bed against purpose training check analysis.,AGT500,30.96,East,Process,Customer Servicing,Product Feedback
FDB100145,CUST19280,Michelle Nelson DVM,Fashion,FAS-476,Email,2025-10-01,Complaint,4,Truth available country stand general company finally.,AGT268,3.58,West,Process,Customer Servicing,Product Feedback
FDB100146,CUST14028,Kristine Livingston,Fashion,FAS-471,Web Portal,2024-11-06,Positive,5,Into down expect series interview than.,AGT316,45.97,West,Process,Customer Servicing,Product Feedback
FDB100147,CUST10164,Erin Sampson,Electronics,ELE-621,Email,2024-11-20,Suggestion,5,Mouth begin sea item agree.,AGT228,18.16,North,Process,Customer Servicing,Product Feedback
FDB100148,CUST10873,Melissa Maxwell,Fashion,FAS-928,Mobile App,2025-05-15,Complaint,1,Last option ok low policy news another dog mouth.,AGT276,28.52,Central,Process,Customer Servicing,Product Feedback
FDB100149,CUST10930,Nicholas Davidson,Furniture,FUR-434,Mobile App,2025-05-16,Suggestion,5,Standard move old poor PM read rock training plant hear seek late customer know.,AGT899,2.86,South,Process,Customer Servicing,Product Feedback
FDB100150,CUST17548,David Zimmerman,Healthcare,HEA-541,Email,2024-11-07,Suggestion,4,Eight college everything.,AGT840,20.71,Central,Process,Customer Servicing,Product Feedback
FDB100151,CUST18243,Robert Wright,Appliances,APP-637,Social Media,2025-02-01,Suggestion,2,Cultural class either system compare any better animal agent message hear themselves follow.,AGT708,30.03,South,Process,Customer Servicing,Product Feedback
FDB100152,CUST17220,Mary Gill,Appliances,APP-663,Web Portal,2025-09-19,Negative,1,Charge avoid win figure start across election fear exist occur.,AGT213,47.05,North,Process,Customer Servicing,Product Feedback
FDB100153,CUST14680,Wesley Shelton,Furniture,FUR-832,Email,2025-09-05,Complaint,4,Build whom society feeling draw itself physical.,AGT399,24.73,Central,Process,Customer Servicing,Product Feedback
FDB100154,CUST11680,Stephanie Austin,Sports,SPO-688,Mobile App,2025-02-26,Neutral,5,New thus program it ground skin fund certain lay wonder benefit million table.,AGT265,26.86,East,Process,Customer Servicing,Product Feedback
FDB100155,CUST16422,Michael Rodriguez,Sports,SPO-860,Web Portal,2025-08-18,Suggestion,9,Security player sea short learn their capital admit police human.,AGT881,19.82,North,Process,Customer Servicing,Product Feedback
FDB100156,CUST19646,Daniel Kemp,Furniture,FUR-806,Web Portal,2025-08-28,Suggestion,1,New natural western gun great.,AGT113,37.3,North,Process,Customer Servicing,Product Feedback
FDB100157,CUST11670,David Austin,Automobile,AUT-950,Social Media,2025-08-10,Negative,9,Trip continue may action but receive west production reduce environmental feeling senior yourself eat consumer party step.,AGT234,28.71,Central,Process,Customer Servicing,Product Feedback
FDB100158,CUST15970,Shelby Johnson,Automobile,AUT-554,Mobile App,2025-01-09,Positive,3,Hot camera must film surface recognize must mind everyone stuff.,AGT264,38.26,East,Process,Customer Servicing,Product Feedback
FDB100159,CUST19037,Barbara Taylor,Fashion,FAS-995,Mobile App,2025-03-08,Negative,2,View mean between technology community go hour industry sign laugh compare this director behind owner.,AGT414,13.78,West,Process,Customer Servicing,Product Feedback
FDB100160,CUST19173,Ronald West,Sports,SPO-762,Web Portal,2025-09-08,Negative,9,Mission try indeed subject several much low week.,AGT382,33.9,North,Process,Customer Servicing,Product Feedback
FDB100161,CUST13476,Mr. Derek Henderson,Appliances,APP-833,Social Media,2025-09-15,Suggestion,9,Support white face main skin.,AGT351,25.85,North,Process,Customer Servicing,Product Feedback
FDB100162,CUST17991,Teresa Carr,Healthcare,HEA-870,Social Media,2025-04-29,Positive,5,Voice change look begin book mother between machine understand similar paper yes fact energy everyone five possible.,AGT599,30.36,Central,Process,Customer Servicing,Product Feedback
FDB100163,CUST17267,Denise Lewis,Furniture,FUR-269,Mobile App,2025-03-12,Suggestion,9,Look know bed chair win television some book raise.,AGT403,32.63,North,Process,Customer Servicing,Product Feedback
FDB100164,CUST15398,Robert Carter,Electronics,ELE-534,Mobile App,2024-10-25,Suggestion,7,Dark kid feel.,AGT709,11.77,East,Process,Customer Servicing,Product Feedback
FDB100165,CUST14143,James Baldwin,Healthcare,HEA-527,In-Store Kiosk,2025-08-12,Negative,9,Reflect instead best morning drug section anyone industry.,AGT442,40.59,North,Process,Customer Servicing,Product Feedback
FDB100166,CUST17916,Rachel Rodriguez,Automobile,AUT-774,Mobile App,2024-11-29,Neutral,3,His business pattern campaign nearly everything stuff despite.,AGT419,15.25,East,Process,Customer Servicing,Product Feedback
FDB100167,CUST12629,George White,Appliances,APP-661,Web Portal,2025-04-10,Neutral,10,Season almost order get article.,AGT114,18.32,North,Process,Customer Servicing,Product Feedback
FDB100168,CUST16271,Regina Edwards,Healthcare,HEA-646,Mobile App,2024-11-25,Positive,2,Learn month expect house political black mother pressure man so activity cut may politics low night two science record.,AGT355,16.94,South,Process,Customer Servicing,Product Feedback
FDB100169,CUST16339,Anna Thompson,Electronics,ELE-913,Web Portal,2024-12-23,Neutral,6,Yeah phone whether improve executive window simply range.,AGT773,27.77,South,Process,Customer Servicing,Product Feedback
FDB100170,CUST14143,John Mack,Sports,SPO-469,Email,2024-12-26,Neutral,2,Push become quality stay easy once Mrs Congress poor which form pass account say sense that.,AGT577,32.56,East,Process,Customer Servicing,Product Feedback
FDB100171,CUST11628,Cody King,Sports,SPO-246,Social Media,2025-10-05,Suggestion,8,Anyone themselves discussion trip might growth.,AGT419,35.7,South,Process,Customer Servicing,Product Feedback
FDB100172,CUST17879,Selena Phillips,Furniture,FUR-352,Mobile App,2025-02-19,Suggestion,3,Again dream they responsibility build worry brother per rule various help step run former campaign involve large approach.,AGT533,30.09,North,Process,Customer Servicing,Product Feedback
FDB100173,CUST17174,Ashley Smith,Electronics,ELE-290,In-Store Kiosk,2025-01-15,Complaint,6,Painting fill maybe herself success institution production such many her example now.,AGT447,18.33,North,Process,Customer Servicing,Product Feedback
FDB100174,CUST13133,Kaitlyn Gibbs,Automobile,AUT-816,Mobile App,2025-02-27,Neutral,3,Lose stuff this south foreign of fill reach house focus career exist close.,AGT635,8.46,North,Process,Customer Servicing,Product Feedback
FDB100175,CUST18222,Frederick Winters,Sports,SPO-600,Web Portal,2025-04-30,Suggestion,2,Wrong both near message deep catch would time fish mission.,AGT637,1.36,West,Process,Customer Servicing,Product Feedback
FDB100176,CUST14347,Anthony White,Sports,SPO-838,Web Portal,2024-11-10,Neutral,2,Under read camera seek former either seven cost international mission pretty at religious year outside produce like animal any.,AGT293,33.14,West,Process,Customer Servicing,Product Feedback
FDB100177,CUST16435,Michelle Aguilar,Sports,SPO-201,Mobile App,2025-05-16,Suggestion,4,Town financial role control ok start main many source husband plant section low.,AGT799,7.94,East,Process,Customer Servicing,Product Feedback
FDB100178,CUST11124,Christine Dixon,Sports,SPO-450,Web Portal,2024-11-19,Suggestion,5,Others light off race could measure allow mission.,AGT517,31.47,Central,Process,Customer Servicing,Product Feedback
FDB100179,CUST13892,Susan Smith,Automobile,AUT-356,Email,2025-05-24,Complaint,4,Paper organization appear Democrat.,AGT346,3.31,South,Process,Customer Servicing,Product Feedback
FDB100180,CUST14747,Michael Roberts,Appliances,APP-118,Mobile App,2024-10-25,Negative,1,Meet society drop amount degree wall political pass exist able.,AGT326,14.81,North,Process,Customer Servicing,Product Feedback
FDB100181,CUST15001,Connie Townsend,Healthcare,HEA-639,Social Media,2025-09-14,Positive,1,Policy say among budget receive member thus option.,AGT867,35.7,East,Process,Customer Servicing,Product Feedback
FDB100182,CUST10776,Laura Howard,Furniture,FUR-336,Email,2025-08-21,Complaint,7,Win arrive serve plant.,AGT988,25.59,South,Process,Customer Servicing,Product Feedback
FDB100183,CUST11850,Jason Rivera,Electronics,ELE-278,Email,2025-05-29,Complaint,4,Teach research camera book carry box prepare rest.,AGT415,21.33,South,Process,Customer Servicing,Product Feedback
FDB100184,CUST12250,Stephen Hess,Automobile,AUT-140,Mobile App,2025-05-19,Neutral,3,Such much find decision sing.,AGT426,46.27,East,Process,Customer Servicing,Product Feedback
FDB100185,CUST11738,Erik Pierce,Healthcare,HEA-385,Email,2025-01-15,Positive,10,None owner them information former threat writer music.,AGT414,10.82,South,Process,Customer Servicing,Product Feedback
FDB100186,CUST12130,Patrick Ward,Furniture,FUR-791,Mobile App,2025-03-26,Neutral,2,Expert debate still after deep statement man political.,AGT793,24.42,East,Process,Customer Servicing,Product Feedback
FDB100187,CUST18998,Amy Watson,Fashion,FAS-572,Email,2025-03-23,Suggestion,3,Thousand story sense bill trouble special wind environment.,AGT591,27.76,South,Process,Customer Servicing,Product Feedback
FDB100188,CUST14509,Dustin Gray,Sports,SPO-452,Email,2025-02-13,Complaint,9,Develop nation soldier pattern bank military character painting yourself tend though.,AGT226,2.44,North,Process,Customer Servicing,Product Feedback
FDB100189,CUST12144,Christina Kim,Furniture,FUR-252,Email,2025-05-01,Positive,2,Anything already stop team structure participant market.,AGT436,40.55,Central,Process,Customer Servicing,Product Feedback
FDB100190,CUST13757,Danielle Phillips,Healthcare,HEA-782,Email,2025-01-23,Positive,10,Join test write popular nature especially reveal finally affect kind majority pass.,AGT160,42.74,East,Process,Customer Servicing,Product Feedback
FDB100191,CUST16788,William Moore,Electronics,ELE-883,Web Portal,2025-01-25,Complaint,4,Defense perform my city common now candidate state rather season approach point daughter upon indeed in.,AGT545,18.28,East,Process,Customer Servicing,Product Feedback
FDB100192,CUST11777,Victoria Patel,Furniture,FUR-680,Mobile App,2024-12-26,Complaint,10,Economy music human teach.,AGT188,1.4,West,Process,Customer Servicing,Product Feedback
FDB100193,CUST11558,Dr. Crystal Fischer,Automobile,AUT-903,Social Media,2025-06-28,Complaint,2,Second young very important light suddenly project by fund media.,AGT437,8.86,East,Process,Customer Servicing,Product Feedback
FDB100194,CUST14970,Sierra Wilson,Automobile,AUT-451,Web Portal,2025-07-31,Negative,3,Factor at project also hotel different sense eight accept federal effort seat politics.,AGT405,36.83,South,Process,Customer Servicing,Product Feedback
FDB100195,CUST15404,Keith May,Healthcare,HEA-985,Mobile App,2025-05-24,Positive,1,Operation war stop letter consider door.,AGT109,45.74,South,Process,Customer Servicing,Product Feedback
FDB100196,CUST17581,Jacqueline Garcia,Furniture,FUR-139,Social Media,2024-10-26,Neutral,7,Them third cost some here situation serve agent maintain remember.,AGT420,44.4,South,Process,Customer Servicing,Product Feedback
FDB100197,CUST19756,Ashlee Brown,Fashion,FAS-391,Mobile App,2025-08-14,Positive,1,Article account score enough find win us teacher name.,AGT682,11.3,South,Process,Customer Servicing,Product Feedback
FDB100198,CUST11980,Juan Phillips,Healthcare,HEA-854,In-Store Kiosk,2024-10-23,Negative,5,Glass already then their tree and western without strategy into network property up center.,AGT531,38.83,West,Process,Customer Servicing,Product Feedback
FDB100199,CUST13778,Michael Maldonado,Fashion,FAS-813,Mobile App,2025-06-04,Negative,2,Star call similar recognize out game easy material day notice single only even arrive certainly cost six reflect.,AGT498,1.85,North,Process,Customer Servicing,Product Feedback
FDB100200,CUST17208,Brian Barnett,Healthcare,HEA-224,Social Media,2024-12-06,Negative,8,Realize film key probably if candidate difference will reality left protect him.,AGT314,14.06,North,Process,Customer Servicing,Product Feedback
FDB100201,CUST14912,Erin Burnett,Healthcare,HEA-398,In-Store Kiosk,2025-06-23,Negative,8,Official star everybody growth he fact team quickly usually down nothing view follow base fire industry.,AGT689,24.48,Central,Process,Customer Servicing,Product Feedback
FDB100202,CUST19522,Felicia Francis,Fashion,FAS-176,Social Media,2025-10-08,Positive,4,Thus and network prepare return among.,AGT395,41.32,Central,Process,Customer Servicing,Product Feedback
FDB100203,CUST10788,Luis Day,Automobile,AUT-185,Mobile App,2025-02-14,Neutral,2,Performance seem word sign everything main history marriage across expert officer.,AGT807,47.9,North,Process,Customer Servicing,Product Feedback
FDB100204,CUST12209,Heather Carter,Furniture,FUR-675,In-Store Kiosk,2025-10-16,Negative,10,New some although image thought woman garden movie hot full church.,AGT902,35.16,North,Process,Customer Servicing,Product Feedback
FDB100205,CUST18132,Deborah Small,Appliances,APP-658,Mobile App,2025-06-28,Complaint,4,Better marriage knowledge himself quality along.,AGT439,14.74,South,Process,Customer Servicing,Product Feedback
FDB100206,CUST16838,Jessica Mercado,Automobile,AUT-793,Web Portal,2025-10-11,Neutral,9,Where popular everything unit none floor purpose main deep cell ability country thing voice star enough.,AGT334,11.46,South,Process,Customer Servicing,Product Feedback
FDB100207,CUST12198,Mary Velazquez,Electronics,ELE-319,Web Portal,2025-04-10,Negative,4,Option summer note deal little organization situation conference.,AGT654,6.81,East,Process,Customer Servicing,Product Feedback
FDB100208,CUST17009,Lisa Brown,Healthcare,HEA-676,Email,2024-12-04,Neutral,9,Doctor hour too city dream thank including despite indicate.,AGT838,9.14,Central,Process,Customer Servicing,Product Feedback
FDB100209,CUST19560,Vickie Barnes,Electronics,ELE-720,Email,2025-05-29,Neutral,4,College series black occur because be entire before.,AGT754,30.2,North,Process,Customer Servicing,Product Feedback
FDB100210,CUST12549,James Davis,Appliances,APP-553,Email,2025-01-23,Positive,3,Media feel threat cultural movement answer idea know.,AGT497,4.41,West,Process,Customer Servicing,Product Feedback
FDB100211,CUST11833,Kelly Perkins,Healthcare,HEA-835,Mobile App,2025-06-14,Positive,1,But wish animal card region at view season why fast enough large produce phone hair leg try say PM.,AGT548,9.51,North,Process,Customer Servicing,Product Feedback
FDB100212,CUST19027,Kendra Williams,Appliances,APP-994,In-Store Kiosk,2025-03-20,Negative,5,Lose machine last meet operation today.,AGT725,27.09,South,Process,Customer Servicing,Product Feedback
FDB100213,CUST12473,Matthew Tanner,Automobile,AUT-117,Social Media,2025-05-07,Complaint,8,Affect training president voice sea including everybody night share must computer head always choice staff.,AGT110,33.88,South,Process,Customer Servicing,Product Feedback
FDB100214,CUST12859,Thomas Atkinson,Sports,SPO-797,Mobile App,2024-11-29,Positive,10,Stand too note remain industry front significant those road opportunity computer marriage.,AGT652,36.91,East,Process,Customer Servicing,Product Feedback
FDB100215,CUST12521,Trevor West,Automobile,AUT-844,Email,2024-12-22,Neutral,6,Opportunity kitchen so admit a then must meet memory all station.,AGT132,39.02,Central,Process,Customer Servicing,Product Feedback
FDB100216,CUST10261,Patrick Patel,Fashion,FAS-619,In-Store Kiosk,2025-07-07,Negative,6,Make have budget condition arrive be believe agreement.,AGT467,13.2,South,Process,Customer Servicing,Product Feedback
FDB100217,CUST12147,Timothy Williams,Fashion,FAS-564,In-Store Kiosk,2025-10-04,Negative,6,State respond ever federal project able resource center market.,AGT544,12.93,Central,Process,Customer Servicing,Product Feedback
FDB100218,CUST18222,Aaron Lewis,Appliances,APP-574,Web Portal,2024-10-25,Complaint,7,Most gun really within book subject maybe fly nice instead condition Mr number.,AGT100,13.8,West,Process,Customer Servicing,Product Feedback
FDB100219,CUST11441,Terry Hurley,Furniture,FUR-926,In-Store Kiosk,2025-10-12,Suggestion,10,Have create drive information prepare professional huge drive nation war home short budget prove drop address itself take same.,AGT259,13.83,North,Process,Customer Servicing,Product Feedback
FDB100220,CUST16473,Richard Pearson,Furniture,FUR-867,In-Store Kiosk,2025-08-02,Positive,5,Community garden building career executive although almost seem decision.,AGT375,14.2,Central,Process,Customer Servicing,Product Feedback
FDB100221,CUST14299,Brandon Green,Electronics,ELE-547,In-Store Kiosk,2025-08-04,Negative,3,According room draw voice inside among wish bed peace region participant call store.,AGT637,41.22,North,Process,Customer Servicing,Product Feedback
FDB100222,CUST11094,Dr. Ashley Adkins,Electronics,ELE-811,In-Store Kiosk,2025-10-11,Neutral,7,Campaign politics yeah none seem recognize.,AGT170,22.44,East,Process,Customer Servicing,Product Feedback
FDB100223,CUST10708,Ashley James,Appliances,APP-746,Email,2025-09-01,Suggestion,4,Girl response program born simply east capital.,AGT866,5.3,North,Process,Customer Servicing,Product Feedback
FDB100224,CUST12950,Theresa Bailey,Sports,SPO-241,In-Store Kiosk,2025-07-19,Neutral,7,Research writer owner small radio accept fact collection mother either information.,AGT423,12.06,East,Process,Customer Servicing,Product Feedback
FDB100225,CUST14398,Lisa Murray,Healthcare,HEA-595,In-Store Kiosk,2025-04-19,Positive,7,Service even across half light money contain.,AGT872,11.82,South,Process,Customer Servicing,Product Feedback
FDB100226,CUST12119,Paul Moody,Automobile,AUT-347,In-Store Kiosk,2025-02-28,Positive,7,Keep brother find board today decide give become expect field crime glass kid market hope share.,AGT918,17.16,West,Process,Customer Servicing,Product Feedback
FDB100227,CUST16025,Trevor Sanchez,Electronics,ELE-370,In-Store Kiosk,2025-01-19,Complaint,8,Writer between program father themselves Democrat data important another age.,AGT570,16.72,West,Process,Customer Servicing,Product Feedback
FDB100228,CUST18787,David Stafford,Sports,SPO-595,Social Media,2025-04-16,Complaint,10,Share relate present case wrong dark add simply ask off require.,AGT991,32.53,Central,Process,Customer Servicing,Product Feedback
FDB100229,CUST18863,Susan Ramirez,Healthcare,HEA-279,Social Media,2025-03-04,Negative,6,Process use general start occur.,AGT236,36.96,North,Process,Customer Servicing,Product Feedback
FDB100230,CUST10364,Warren Manning,Furniture,FUR-196,Mobile App,2025-06-22,Complaint,6,Performance other radio bed although.,AGT381,45.93,West,Process,Customer Servicing,Product Feedback
FDB100231,CUST15615,Tiffany Beard,Automobile,AUT-661,Web Portal,2025-09-12,Neutral,6,Result imagine it certainly wonder apply citizen civil.,AGT144,26.06,West,Process,Customer Servicing,Product Feedback
FDB100232,CUST11780,Kyle Miller,Electronics,ELE-557,In-Store Kiosk,2024-11-24,Negative,1,Blood open performance along fly state.,AGT841,44.26,Central,Process,Customer Servicing,Product Feedback
FDB100233,CUST18229,Melissa Collins,Electronics,ELE-145,In-Store Kiosk,2025-05-13,Suggestion,8,Whatever night challenge so study Mr.,AGT649,25.9,East,Process,Customer Servicing,Product Feedback
FDB100234,CUST14452,Brandi Johnson,Furniture,FUR-552,Social Media,2025-07-23,Suggestion,1,Wind TV experience during whom decision.,AGT682,32.25,North,Process,Customer Servicing,Product Feedback
FDB100235,CUST19349,Dustin Medina,Healthcare,HEA-907,Email,2025-03-07,Suggestion,6,Book everyone together son street without relationship art kitchen herself suggest politics.,AGT971,39.88,Central,Process,Customer Servicing,Product Feedback
FDB100236,CUST14673,Maria Harris,Fashion,FAS-689,Mobile App,2025-04-07,Neutral,7,Challenge ball home word.,AGT591,26.63,West,Process,Customer Servicing,Product Feedback
FDB100237,CUST18028,Jacob Jarvis,Sports,SPO-330,Email,2025-05-24,Positive,3,Environmental drive most certainly hope value purpose begin school guess usually actually.,AGT111,39.67,South,Process,Customer Servicing,Product Feedback
FDB100238,CUST15492,Michelle Leach,Fashion,FAS-169,In-Store Kiosk,2025-06-28,Suggestion,8,Clearly threat still clear sign indeed hotel population especially call agree billion court ahead six especially.,AGT565,32.37,East,Process,Customer Servicing,Product Feedback
FDB100239,CUST10620,Bryan Avila,Healthcare,HEA-734,Social Media,2025-08-29,Negative,6,Improve often maybe television fall enough me we special prepare process.,AGT516,16.67,North,Process,Customer Servicing,Product Feedback
FDB100240,CUST18449,Bruce Jackson,Sports,SPO-555,Mobile App,2024-11-27,Positive,5,Language explain economy build some early show expect financial serve after involve.,AGT917,21.21,North,Process,Customer Servicing,Product Feedback
FDB100241,CUST15231,Timothy Martinez,Furniture,FUR-514,Mobile App,2025-03-19,Suggestion,10,Southern make through subject pretty even sense someone policy its smile purpose century purpose learn south.,AGT155,1.29,South,Process,Customer Servicing,Product Feedback
FDB100242,CUST12967,Ryan Roy,Appliances,APP-338,Social Media,2025-06-26,Suggestion,10,Religious crime organization college owner world rule worker member list understand case.,AGT895,7.78,South,Process,Customer Servicing,Product Feedback
FDB100243,CUST16724,Kenneth Sampson,Sports,SPO-652,Social Media,2025-07-28,Complaint,5,Thousand pull mean sport stuff resource father fight last yet memory stage approach sure than series exist everyone small color half.,AGT787,43.88,South,Process,Customer Servicing,Product Feedback
FDB100244,CUST11769,Craig Wilson,Sports,SPO-396,Email,2024-11-23,Positive,7,Black wait open rise sing space and pay.,AGT673,23.67,East,Process,Customer Servicing,Product Feedback
FDB100245,CUST13233,Paul Zavala,Fashion,FAS-750,In-Store Kiosk,2025-07-13,Neutral,4,Room personal us car.,AGT681,45.65,South,Process,Customer Servicing,Product Feedback
FDB100246,CUST15210,Ricardo Sandoval,Automobile,AUT-430,In-Store Kiosk,2024-10-19,Neutral,4,Fine front hand enter point American process article finally keep.,AGT793,41.24,South,Process,Customer Servicing,Product Feedback
FDB100247,CUST10432,Martin Braun,Healthcare,HEA-113,In-Store Kiosk,2024-12-22,Suggestion,1,Worker property say material concern road line so born happy democratic begin.,AGT396,29.67,Central,Process,Customer Servicing,Product Feedback
FDB100248,CUST11961,Alexis Atkins,Electronics,ELE-268,Web Portal,2025-09-26,Neutral,7,Energy economy despite agreement reality yard different long son recent fly pretty recent others send director.,AGT444,23.43,West,Process,Customer Servicing,Product Feedback
FDB100249,CUST15936,Jessica Burton,Electronics,ELE-688,In-Store Kiosk,2024-11-05,Neutral,10,Hour method every raise author plan hit direction within political rise simple.,AGT249,41.82,South,Process,Customer Servicing,Product Feedback
FDB100250,CUST13850,Amy Garcia,Appliances,APP-779,Social Media,2025-06-24,Positive,2,Challenge maintain factor especially ok mission wall floor when detail.,AGT413,41.18,North,Process,Customer Servicing,Product Feedback
FDB100251,CUST16162,Ryan Carrillo,Fashion,FAS-458,Web Portal,2025-01-02,Positive,6,Physical time serve value teacher according factor catch detail test mother scientist one with.,AGT436,37.97,West,Process,Customer Servicing,Product Feedback
FDB100252,CUST14608,Danny Bender,Electronics,ELE-642,Social Media,2025-06-13,Suggestion,3,Agree degree question fear.,AGT983,8.52,North,Process,Customer Servicing,Product Feedback
FDB100253,CUST13399,Matthew Rodriguez,Healthcare,HEA-489,Social Media,2025-07-15,Suggestion,5,Rate safe often follow risk heavy all watch evening eat range at manage.,AGT484,1.78,Central,Process,Customer Servicing,Product Feedback
FDB100254,CUST10364,Jeffery Miller,Healthcare,HEA-592,Social Media,2025-08-08,Neutral,2,Institution society month color yard bank child.,AGT156,32.23,East,Process,Customer Servicing,Product Feedback
FDB100255,CUST17647,Lori Martin,Automobile,AUT-782,Mobile App,2025-03-14,Neutral,5,Quality moment material guy determine customer nearly that card wait heart million early wait.,AGT659,23.63,West,Process,Customer Servicing,Product Feedback
FDB100256,CUST11814,Jenny Hernandez,Electronics,ELE-929,Social Media,2025-09-25,Positive,4,Allow face possible just rich.,AGT317,4.22,Central,Process,Customer Servicing,Product Feedback
FDB100257,CUST19407,Claudia Day,Sports,SPO-312,Social Media,2024-12-20,Positive,10,Attorney nearly eat clear me section team newspaper.,AGT821,24.73,South,Process,Customer Servicing,Product Feedback
FDB100258,CUST10062,Angela Andrews,Electronics,ELE-984,Mobile App,2025-03-22,Suggestion,4,Religious financial production garden need space cup think break hold religious property there difficult before after inside.,AGT148,21.21,South,Process,Customer Servicing,Product Feedback
FDB100259,CUST17182,Wayne Lee,Sports,SPO-513,Email,2025-06-21,Complaint,1,Resource decide character side box set piece put top writer or rock seek five service.,AGT855,29.36,South,Process,Customer Servicing,Product Feedback
FDB100260,CUST18142,Jeffrey Hall,Sports,SPO-750,In-Store Kiosk,2024-10-30,Complaint,2,Head and interesting this color run treatment likely.,AGT444,16.1,East,Process,Customer Servicing,Product Feedback
FDB100261,CUST16791,Donna Liu,Fashion,FAS-994,Mobile App,2024-11-18,Complaint,1,Support meeting religious nothing guess authority city strategy soon environmental.,AGT918,17.19,Central,Process,Customer Servicing,Product Feedback
FDB100262,CUST17198,Michael Ball,Furniture,FUR-211,Social Media,2025-05-03,Negative,6,Research toward experience catch wife anything detail reduce.,AGT697,14.43,East,Process,Customer Servicing,Product Feedback
FDB100263,CUST19504,Steven Roberts,Appliances,APP-472,Web Portal,2025-09-15,Complaint,9,Measure participant phone particular probably.,AGT557,3.64,South,Process,Customer Servicing,Product Feedback
FDB100264,CUST15447,Travis Trujillo,Healthcare,HEA-845,Social Media,2025-01-24,Negative,9,Talk kid occur prove approach like cause sign.,AGT879,44.99,West,Process,Customer Servicing,Product Feedback
FDB100265,CUST15731,Joshua Lucas,Fashion,FAS-765,Web Portal,2025-04-07,Complaint,3,Data describe radio throughout.,AGT932,46.4,South,Process,Customer Servicing,Product Feedback
FDB100266,CUST19791,Devin Hill,Sports,SPO-253,Social Media,2025-02-13,Positive,5,Before range culture effect industry several best hold Congress to.,AGT342,47.1,North,Process,Customer Servicing,Product Feedback
FDB100267,CUST13249,Carla Chang,Fashion,FAS-470,Email,2025-09-17,Negative,8,Important measure what here develop water.,AGT597,6.07,East,Process,Customer Servicing,Product Feedback
FDB100268,CUST18996,David Stewart,Fashion,FAS-824,Mobile App,2025-09-26,Positive,8,Voice several speak upon sure its someone community memory bad cell walk protect pressure score conference guess age.,AGT673,3.47,West,Process,Customer Servicing,Product Feedback
FDB100269,CUST17124,Margaret Anderson MD,Healthcare,HEA-755,Email,2024-10-19,Complaint,2,Now sometimes energy seek serve test institution money easy game administration modern.,AGT168,38.94,North,Process,Customer Servicing,Product Feedback
FDB100270,CUST18204,Steven Harris,Appliances,APP-643,Email,2025-10-16,Positive,4,Certain story and computer trade vote statement.,AGT210,14.96,East,Process,Customer Servicing,Product Feedback
FDB100271,CUST16838,Christine Perkins,Sports,SPO-891,In-Store Kiosk,2025-04-23,Neutral,3,Executive every build TV return assume though range Mr store month lay fund seek.,AGT628,45.96,North,Process,Customer Servicing,Product Feedback
FDB100272,CUST10532,Paul Willis,Electronics,ELE-233,Social Media,2025-08-02,Positive,6,Guess change direction teacher according increase read suffer drug note everything without attention feeling perform feeling.,AGT331,14.15,South,Process,Customer Servicing,Product Feedback
FDB100273,CUST13612,Megan Soto,Furniture,FUR-388,Mobile App,2025-08-23,Positive,7,Yeah seek most case seven.,AGT310,21.21,Central,Process,Customer Servicing,Product Feedback
FDB100274,CUST12333,Andrea Quinn,Furniture,FUR-269,Email,2025-08-23,Negative,3,You in affect nature great through.,AGT490,5.66,West,Process,Customer Servicing,Product Feedback
FDB100275,CUST14257,Robert Williams,Sports,SPO-489,Email,2024-11-14,Complaint,5,Body performance big others land sure keep check teacher find.,AGT836,11.6,Central,Process,Customer Servicing,Product Feedback
FDB100276,CUST11034,Jennifer Maynard,Appliances,APP-499,Email,2024-10-18,Negative,6,Last hair necessary walk piece economic Democrat form maintain child attorney information.,AGT184,14.42,West,Process,Customer Servicing,Product Feedback
FDB100277,CUST10866,Wendy Hebert,Furniture,FUR-933,Social Media,2024-11-29,Complaint,1,Base model soon clear adult black thought art take.,AGT962,47.83,North,Process,Customer Servicing,Product Feedback
