Customer_ID,Full_Name,Application_ID,Application_Date,Decision_Date,Credit_Product,Credit_Score,Risk_Grade,Credit_Limit,Decision_Status,Rejection_Reason,Approved_Amount,Decision_Channel,Underwriter,Credit_Policy,Comments,Business_Activity,Value_Domain,Data_Segment,Data_Domain
CUST71179,Joseph Garcia,APP585758,2024-10-29,2025-05-02,Home Loan,749,A,358222,Rejected,Employment Instability,0,Online Application,Christian Jackson,Special Consideration,Realize prevent sing organization main south market green admit town never.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST41066,Aimee Moss,APP623438,2025-06-10,2025-09-14,Auto Loan,512,C,243470,Approved,None,243470,Online Application,Susan Morales,Premium,Wall plan attention everybody list.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST78408,Brian Gates,APP200095,2024-12-21,2025-07-16,Business Loan,624,A,594268,Approved,None,594268,Mobile App,Chase Bailey,Standard,Score special suffer receive I soldier.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST66848,Samantha Ford,APP708117,2024-11-10,2025-05-10,Business Loan,818,B,845146,Approved,None,845146,Online Application,Laurie Martinez,Premium,Specific reason activity main food always probably.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST12210,Kathryn Smith,APP719701,2025-05-30,2025-10-08,Personal Loan,496,C,247029,Rejected,Incomplete Documentation,0,Mobile App,Laurie Martinez,Premium,Treatment dream certain understand us book yard wonder.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST19749,Craig Moore,APP899372,2025-05-17,2025-07-06,Auto Loan,391,E,828489,Pending Review,None,0,Agent Assisted,Julie Matthews,Premium,Activity ready property hard something story although television toward.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST29184,Bryan Owen,APP394218,2025-07-22,2025-09-27,Credit Card,358,A,603974,Pending Review,None,0,Mobile App,Mr. Bryce Thomas MD,High Risk,Today recently likely rock partner hot share main.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST39788,Ronald Hill,APP297551,2025-08-04,2025-09-24,Business Loan,531,C,80099,Rejected,High Debt-to-Income Ratio,0,Online Application,George Hayes,High Risk,Pattern area American range plan against government worker professor quality.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST22298,Jessica Anderson,APP399667,2025-03-22,2025-04-23,Home Loan,890,A,415765,Pending Review,None,0,Branch Visit,Carlos Allen,Premium,Marriage month step central always add resource point face late.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST96647,Kimberly Coleman,APP523752,2025-07-11,2025-07-21,Credit Card,343,C,715394,Rejected,Low Credit Score,0,Branch Visit,Kristi Richardson,High Risk,Modern industry rock strong try.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST60385,Larry Roberts,APP731522,2025-05-01,2025-09-11,Personal Loan,336,B,226237,Rejected,None,0,Mobile App,Susan Morales,Premium,Would stop same tonight through mother.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST44911,Carl Cooper,APP164784,2025-04-25,2025-08-05,Business Loan,785,C,909353,Approved,None,909353,Online Application,Lisa Conley,High Risk,Support care window in lead class.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST95644,Natasha Wright,APP212159,2025-01-15,2025-04-06,Home Loan,755,C,206303,Pending Review,None,0,Online Application,Casey Turner,Special Consideration,Different value whom moment else history fire.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST15007,Mallory Murphy,APP800954,2025-01-23,2025-03-25,Home Loan,480,C,394311,Pending Review,None,0,Branch Visit,Elizabeth Calderon,Special Consideration,Read material east indeed arm group another add project building.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST62729,Philip Singleton,APP232002,2025-04-02,2025-04-21,Personal Loan,742,D,264105,Pending Review,None,0,Branch Visit,Ryan Yang,Standard,Financial break perhaps government again camera education.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST27386,Tonya Horn,APP195921,2025-03-08,2025-03-30,Personal Loan,519,C,96749,Rejected,Employment Instability,0,Agent Assisted,George Hayes,Standard,Decide protect wait machine about listen.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST72025,Cynthia Taylor,APP888865,2025-03-10,2025-08-02,Business Loan,796,B,692149,Rejected,Low Credit Score,0,Mobile App,Marcus Hicks,High Risk,Account growth character argue bed.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST55704,Jonathan Ellison,APP885320,2025-01-09,2025-02-27,Credit Card,729,D,789550,Pending Review,None,0,Branch Visit,Javier Wilson,High Risk,Over style several large look wonder Congress determine industry three.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST95655,Devin Wallace,APP235236,2024-11-16,2025-03-19,Personal Loan,424,B,520160,Pending Review,None,0,Online Application,Ana Parker,Special Consideration,Past here name road three letter.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST23292,Rachel Flowers,APP329010,2025-04-18,2025-07-29,Business Loan,875,E,116818,Rejected,Employment Instability,0,Branch Visit,Kathryn Edwards,Standard,Catch assume should big language.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST70231,Courtney Lopez,APP522545,2025-08-01,2025-10-04,Personal Loan,822,A,99960,Rejected,Low Credit Score,0,Online Application,Marcus Hicks,High Risk,Job possible plan public commercial upon phone teach.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST76557,Tristan Decker,APP841573,2025-08-08,2025-10-01,Personal Loan,462,D,170424,Approved,None,170424,Agent Assisted,Caitlin Williams,Premium,Play employee during series building think require international marriage yard.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST41310,Daniel Dalton,APP952443,2024-12-03,2024-12-04,Home Loan,583,A,497096,Approved,None,497096,Mobile App,Stacy Wells,Special Consideration,Decide yet magazine organization store wait.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST51631,Denise Rodgers,APP369272,2025-06-23,2025-08-19,Credit Card,803,A,944481,Pending Review,None,0,Agent Assisted,Patrick Smith,High Risk,Course reduce surface like any score.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST32286,Stephanie Ramirez,APP416144,2025-10-12,2025-10-13,Auto Loan,756,B,180232,Pending Review,None,0,Branch Visit,Donna Walker,Standard,Probably campaign place reality mother.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST84801,Robert Johnson,APP713186,2024-11-01,2024-11-29,Personal Loan,660,C,664189,Rejected,High Debt-to-Income Ratio,0,Branch Visit,Jacob Santos,Premium,Yourself son bring improve relate.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST35997,Christina Harris,APP496671,2025-08-04,2025-09-25,Credit Card,622,E,667292,Approved,None,667292,Mobile App,Patrick Smith,Special Consideration,Else difficult health late.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST97054,Vincent Barker,APP122534,2025-05-22,2025-09-28,Personal Loan,407,B,512421,Pending Review,None,0,Online Application,Kathryn Edwards,Special Consideration,Different itself sometimes dog generation read.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST25858,Angela Campbell,APP584251,2025-10-05,2025-10-10,Business Loan,566,A,640352,Rejected,High Debt-to-Income Ratio,0,Mobile App,Ryan Yang,Standard,Subject floor and will lawyer will partner pass everyone source democratic.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST70710,Kimberly Fisher,APP686963,2025-01-09,2025-10-07,Auto Loan,458,A,600884,Approved,None,600884,Mobile App,Carlos Allen,Special Consideration,More test positive maintain into indeed fact interview practice and management.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST66078,Ian Mays,APP101940,2025-07-23,2025-08-03,Auto Loan,839,D,875611,Rejected,None,0,Branch Visit,Javier Wilson,Premium,Follow this truth whose thing own.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST42812,Erica Andrews,APP682838,2024-12-29,2025-07-08,Credit Card,668,B,138298,Approved,None,138298,Mobile App,Ana Parker,Standard,Window discuss forward hit read note science.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST36537,Stephanie Miles,APP445646,2024-11-07,2025-07-22,Credit Card,748,E,141386,Pending Review,None,0,Agent Assisted,Angela Gross,Standard,Process to center world cold.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST64934,Tina Martinez,APP752534,2025-10-01,2025-10-14,Personal Loan,796,A,526908,Rejected,High Debt-to-Income Ratio,0,Online Application,Laurie Martinez,Premium,Body near field large history happen many weight thousand staff.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST46665,Kathryn Woods,APP441832,2025-09-12,2025-09-12,Personal Loan,458,E,540802,Pending Review,None,0,Mobile App,Caitlin Williams,Standard,Who west under debate bit area allow federal meeting.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST80379,Kevin Payne,APP702899,2025-05-12,2025-08-12,Personal Loan,331,A,187566,Approved,None,187566,Online Application,Dean Moran,High Risk,Notice act see report page plant kitchen every teach myself.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST35395,Margaret Jackson,APP460336,2024-11-21,2025-05-16,Auto Loan,482,B,471308,Pending Review,None,0,Online Application,Ashley Wilcox,High Risk,For simple such will carry truth local child before she.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST53105,Alan Villegas,APP221724,2025-05-05,2025-05-17,Credit Card,849,A,369313,Approved,None,369313,Agent Assisted,Julie Matthews,Standard,Young two television specific be process.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST14171,Robert Johnson,APP708348,2025-03-11,2025-05-11,Business Loan,723,D,391102,Approved,None,391102,Online Application,Allison Gray,High Risk,Around during establish cut against machine.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST85672,Nathan Cline,APP626775,2025-09-20,2025-09-22,Personal Loan,420,A,299377,Rejected,Employment Instability,0,Agent Assisted,Kathryn Joyce,High Risk,Far more available season court blue open.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST11241,Daniel Walker,APP451889,2024-12-27,2025-05-22,Credit Card,820,E,416532,Rejected,Employment Instability,0,Branch Visit,Yolanda Adams,Standard,See different gun matter the its share despite kid common them.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST57362,Richard Ross,APP534266,2025-01-28,2025-09-09,Home Loan,790,B,785443,Approved,None,785443,Mobile App,Javier Wilson,High Risk,Community year five thought.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST68487,Felicia Gross,APP901786,2025-01-05,2025-02-09,Business Loan,583,B,616977,Rejected,High Debt-to-Income Ratio,0,Mobile App,Heather Martin,Standard,Drug simply paper nature discussion smile tonight.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST68228,Kristen Carr,APP319724,2024-11-09,2025-01-19,Personal Loan,879,C,59107,Approved,None,59107,Agent Assisted,Debra Mccormick,Premium,Life follow hear sign describe.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST35310,James Richards,APP614337,2025-06-13,2025-08-19,Business Loan,466,B,322539,Approved,None,322539,Online Application,Stephanie Watkins,Standard,Increase state brother role field chance pass score present peace.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST28602,James Alexander,APP243679,2025-08-23,2025-09-18,Personal Loan,514,D,72530,Approved,None,72530,Mobile App,Kristi Richardson,Standard,Charge inside society rise check.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST47749,Jennifer Cantu,APP528875,2025-03-19,2025-05-14,Auto Loan,314,E,274623,Pending Review,None,0,Mobile App,Paula Harper,Special Consideration,Discover listen recently partner my above certainly grow own.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST42236,Isaac Lynn,APP443856,2025-05-25,2025-07-28,Personal Loan,538,D,576238,Rejected,Incomplete Documentation,0,Branch Visit,Casey Turner,Premium,Within campaign case most example land school example both along.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST30059,Jamie Chavez,APP932512,2025-09-24,2025-10-05,Business Loan,827,C,466461,Approved,None,466461,Agent Assisted,Laurie Martinez,Special Consideration,Fire case put science second care myself family word.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST63883,George Nguyen,APP695362,2025-02-04,2025-09-19,Auto Loan,544,D,733423,Pending Review,None,0,Agent Assisted,Caitlin Williams,Special Consideration,Teacher pattern claim next into.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST77238,Kenneth Knight,APP817592,2024-11-23,2024-11-30,Business Loan,351,D,236544,Approved,None,236544,Mobile App,Chase Bailey,Special Consideration,Contain later receive total amount expect hotel.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST51605,Michael Johnson,APP983708,2025-08-09,2025-10-03,Home Loan,749,C,518162,Rejected,Low Credit Score,0,Online Application,George Hayes,High Risk,Part forward hold ten fear positive capital company.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST88529,Ashley Ellis,APP642051,2025-05-14,2025-08-01,Credit Card,319,E,63499,Rejected,Employment Instability,0,Agent Assisted,Heather Martin,High Risk,Fear maintain take art people try.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST16330,Brian Davis,APP494883,2025-06-03,2025-09-03,Credit Card,622,A,465387,Approved,None,465387,Online Application,Nathan Rivera,High Risk,Responsibility nor notice high now reality six they down expert.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST61914,James Reynolds,APP856137,2025-04-20,2025-05-11,Auto Loan,397,C,590938,Rejected,High Debt-to-Income Ratio,0,Mobile App,Kimberly Rogers,High Risk,Large way unit owner follow.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST39892,Cassandra Butler,APP195627,2024-12-26,2025-07-17,Personal Loan,816,E,483130,Approved,None,483130,Agent Assisted,Ana Parker,Standard,Majority money avoid manage wind.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST34711,Danny Gregory,APP740695,2025-04-15,2025-09-01,Home Loan,799,A,224177,Approved,None,224177,Mobile App,Yolanda Adams,Premium,Evening choice tend you science.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST49389,Jennifer Moran,APP818684,2025-10-16,2025-10-16,Home Loan,425,B,167061,Approved,None,167061,Agent Assisted,Nathan Rivera,High Risk,Reality next almost say trial prove change safe between maintain.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST16137,Cathy Rogers,APP426780,2025-02-07,2025-10-13,Home Loan,389,A,866080,Approved,None,866080,Agent Assisted,Nathan Rivera,Premium,Interest we ball push audience.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST66548,Andrew Calderon,APP768843,2024-11-01,2025-09-06,Home Loan,711,E,845059,Approved,None,845059,Mobile App,George Hayes,Special Consideration,Natural information debate charge focus growth religious doctor become concern.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST91067,Jennifer Martin,APP253217,2025-10-14,2025-10-15,Credit Card,579,A,579982,Approved,None,579982,Online Application,Marcus Hicks,Special Consideration,Serious tend oil happen meet total.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST97945,Richard Norton,APP813378,2025-08-19,2025-09-24,Auto Loan,716,A,401981,Pending Review,None,0,Branch Visit,Kristin Young,Premium,Trial soldier view sense common gun our rule win.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST58142,Samantha Chang,APP533516,2025-03-13,2025-07-07,Home Loan,876,E,430907,Rejected,Employment Instability,0,Mobile App,Justin Hobbs,Special Consideration,Something necessary pressure woman realize become commercial hotel back education or.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST42103,Joy Porter,APP895230,2025-05-12,2025-10-10,Home Loan,673,A,690490,Approved,None,690490,Agent Assisted,Ryan Yang,High Risk,Usually trouble bill support light.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST48764,Danielle Sandoval,APP526766,2024-10-27,2025-04-09,Credit Card,765,C,416477,Pending Review,None,0,Agent Assisted,Marilyn Mitchell,Special Consideration,Community while during garden then.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST19415,Edward Carson,APP822033,2024-10-21,2025-07-20,Business Loan,725,B,74986,Approved,None,74986,Online Application,Mark Alexander,Special Consideration,During begin national marriage third the interview well.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST93174,Jane Williams,APP135342,2025-01-19,2025-03-21,Business Loan,856,D,543084,Rejected,Incomplete Documentation,0,Online Application,Jacob Santos,Premium,Employee century spend yes talk enough exactly sure four.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST14615,Brandon Sanchez,APP251008,2024-11-13,2025-09-04,Home Loan,623,E,947577,Rejected,Employment Instability,0,Online Application,Kevin Mendoza,Standard,Heavy fill politics fire them value light.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST85161,Tom Yu,APP912990,2025-10-15,2025-10-15,Auto Loan,680,C,839645,Rejected,High Debt-to-Income Ratio,0,Agent Assisted,Carlos Allen,Premium,Have pretty special reduce forward police treat edge might.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST20846,Jason Lopez,APP549661,2025-08-08,2025-09-11,Home Loan,450,B,738340,Approved,None,738340,Online Application,Justin Hobbs,High Risk,Much follow protect impact nature green live can watch any.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST51348,Amy Wright,APP886713,2025-01-02,2025-03-29,Personal Loan,847,A,522231,Pending Review,None,0,Mobile App,Justin Hobbs,High Risk,Child feel far both could girl must claim threat technology.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST53845,David Perez,APP752221,2025-01-24,2025-08-25,Home Loan,896,E,217316,Pending Review,None,0,Branch Visit,Julie Matthews,Special Consideration,Yourself onto window view candidate.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST81836,Kathy Boyd,APP763758,2025-05-04,2025-09-12,Auto Loan,440,A,588563,Pending Review,None,0,Online Application,Nathan Rivera,Premium,Special nice view keep full spring price perform kind.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST44783,Samantha James,APP693712,2024-12-17,2025-08-02,Credit Card,317,A,473934,Approved,None,473934,Mobile App,Krista Barker,Standard,Relationship single per information four.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST46170,Abigail Warren,APP332881,2025-06-23,2025-08-24,Credit Card,472,B,118652,Approved,None,118652,Online Application,Casey Turner,Standard,Successful up least alone.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST65392,Maria Potts,APP823097,2025-05-30,2025-08-01,Auto Loan,455,A,543073,Approved,None,543073,Mobile App,Kelly Harris,Standard,Able yourself find town word officer happen.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST20356,Nicole Brown,APP843776,2024-12-09,2025-05-06,Credit Card,868,A,719941,Pending Review,None,0,Branch Visit,Caitlin Williams,Special Consideration,Federal society dog lot option simply century between.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST15923,Tara James,APP694312,2024-11-09,2025-09-14,Auto Loan,306,B,934687,Pending Review,None,0,Mobile App,Chase Bailey,Standard,Hundred hair from civil radio inside.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST33008,Erika Bell,APP597344,2025-04-30,2025-06-30,Home Loan,767,A,877195,Pending Review,None,0,Online Application,Javier Wilson,Special Consideration,Around success down anything success.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST31003,Eileen Hines,APP143464,2025-03-09,2025-04-27,Home Loan,769,B,934984,Rejected,Low Credit Score,0,Agent Assisted,Patrick Smith,High Risk,Pressure tell particular clearly occur.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST74662,Robert Jenkins,APP570964,2025-08-09,2025-09-01,Auto Loan,385,B,383650,Approved,None,383650,Branch Visit,Caitlin Williams,Special Consideration,Friend audience war new well.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST49954,Gina Stanley,APP733851,2025-06-27,2025-09-10,Personal Loan,341,B,991494,Rejected,Low Credit Score,0,Branch Visit,Tanya Fritz,Special Consideration,Let reach away rule authority pattern skin.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST33993,Amy Mitchell,APP524691,2025-09-30,2025-10-08,Auto Loan,301,B,289325,Rejected,Incomplete Documentation,0,Branch Visit,Yolanda Adams,High Risk,Soldier mention four member organization knowledge artist news alone bank.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST71478,Melissa Taylor,APP614609,2024-11-07,2025-04-06,Business Loan,637,A,182428,Rejected,Incomplete Documentation,0,Online Application,Krista Barker,Standard,Today catch place reason lead meet.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST63003,Amanda Davis,APP172104,2025-09-06,2025-09-18,Auto Loan,405,C,109450,Approved,None,109450,Branch Visit,Casey Turner,High Risk,Whom baby although within remember hundred.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST91706,Amber White DVM,APP941809,2025-03-07,2025-03-13,Business Loan,705,E,204823,Pending Review,None,0,Agent Assisted,Ana Parker,Special Consideration,Sister happy miss at officer TV.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST82237,Gregory Hutchinson,APP494043,2025-04-09,2025-10-06,Business Loan,534,A,574263,Approved,None,574263,Agent Assisted,Cynthia Thomas,Premium,Simple end special none like full history.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST18153,William Fleming Jr.,APP516970,2025-02-01,2025-09-15,Personal Loan,357,B,80141,Approved,None,80141,Online Application,Tanya Fritz,Premium,Focus improve two piece bring.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST20962,Patricia White,APP433129,2025-05-11,2025-06-01,Auto Loan,564,E,71536,Rejected,Low Credit Score,0,Online Application,Chase Bailey,Premium,Level market collection authority far dog.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST87632,Susan Guzman,APP273841,2024-11-24,2025-08-28,Personal Loan,442,D,376881,Approved,None,376881,Mobile App,Laurie Martinez,Special Consideration,State speech product organization democratic high.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST33439,Kelly Watson,APP643028,2025-09-26,2025-10-10,Credit Card,540,B,130308,Pending Review,None,0,Branch Visit,George Hayes,Standard,Collection your car common student its play yes.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST47165,Cheryl Brown,APP240817,2025-09-27,2025-10-07,Business Loan,861,D,878539,Approved,None,878539,Mobile App,Ana Parker,High Risk,Ball scientist conference medical marriage strong.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST46385,Todd Irwin,APP749918,2025-04-17,2025-06-07,Auto Loan,485,C,938399,Approved,None,938399,Online Application,Marcus Hicks,Standard,Around talk eye before maybe book.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST97189,Kimberly Sanchez,APP753149,2025-08-29,2025-09-29,Auto Loan,396,E,186626,Pending Review,None,0,Branch Visit,Tanya Fritz,High Risk,Exactly process situation remember politics after list social.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST86604,Jennifer Zuniga,APP283832,2025-08-26,2025-10-16,Credit Card,717,B,436438,Rejected,High Debt-to-Income Ratio,0,Mobile App,Marilyn Mitchell,Standard,Model experience technology happen yeah think clear stay.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST22511,Molly Patterson,APP922542,2025-09-23,2025-10-16,Home Loan,601,A,234061,Approved,None,234061,Branch Visit,Ryan Yang,Standard,Husband at whether structure walk cold citizen find step.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST50671,Nicole Reilly,APP821080,2024-11-29,2024-12-13,Home Loan,776,C,766546,Rejected,Employment Instability,0,Branch Visit,Cynthia Thomas,Premium,Wall least feel these difference could arm else believe.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST69528,Kevin Moran,APP718218,2025-04-21,2025-06-09,Credit Card,794,E,831737,Pending Review,None,0,Online Application,Stephanie Watkins,High Risk,Mean sit focus per exist one American.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST93107,Angel Lara,APP751821,2025-01-16,2025-05-14,Home Loan,350,B,860329,Pending Review,None,0,Online Application,Patrick Smith,Special Consideration,Least letter material their kind TV cut color glass.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST69612,Ashley Austin,APP653108,2025-04-17,2025-07-29,Credit Card,573,D,422679,Rejected,High Debt-to-Income Ratio,0,Mobile App,Ashley Wilcox,Special Consideration,Create walk ahead risk decide parent financial letter.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST69025,Jill Davis,APP131166,2024-11-03,2025-08-11,Business Loan,820,E,275240,Rejected,High Debt-to-Income Ratio,0,Branch Visit,Donna Walker,High Risk,Other public woman late current can.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST29255,John Mcconnell,APP910055,2025-05-04,2025-05-17,Business Loan,647,D,713432,Approved,None,713432,Agent Assisted,Susan Morales,Premium,Owner whatever site line answer.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST76227,Dustin Harvey,APP357455,2025-05-04,2025-09-05,Personal Loan,584,C,514942,Rejected,Incomplete Documentation,0,Agent Assisted,Angela Gross,Standard,Media share majority manage offer course relationship allow federal sound.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST29582,Kyle Ingram,APP413568,2025-03-01,2025-06-10,Auto Loan,750,D,941309,Approved,None,941309,Mobile App,Marilyn Mitchell,Standard,Last message mention lot international black attack particularly chair ahead.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST22504,Jose Cooper,APP962583,2024-11-23,2025-07-03,Auto Loan,836,E,719315,Approved,None,719315,Branch Visit,Christian Jackson,High Risk,Model detail claim federal reach late mind music professor.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST98381,Darren Moore,APP154852,2025-09-06,2025-10-09,Auto Loan,370,C,325528,Approved,None,325528,Agent Assisted,Caitlin Williams,Standard,Board trouble shake tough current indeed education rock.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST67579,Angela Hughes,APP632022,2025-07-15,2025-08-11,Business Loan,837,D,388825,Rejected,Employment Instability,0,Online Application,Zachary Cruz,Special Consideration,Tell protect election food water.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
CUST95859,Amy Miller,APP527859,2025-02-25,2025-09-27,Business Loan,716,E,181237,Approved,None,181237,Online Application,Ryan Yang,High Risk,Better career cut front enter community wide contain season.,Customer Credit Decision Results,Customer,Credit Decision,Customer Credit Evaluation
